id,dataset,manager,package,verdict,exit_code,duration_ms,message,expected,incident
npm:tweetnacl,npm-top,npm,tweetnacl,verification-passed,0,838,,auto,
npm:debug,npm-top,npm,debug,category-a-rewrite,2,692,yieldOS realizó una optimización de la instalación de debug,auto,
npm:@apollo/server,npm-top,npm,@apollo/server,verification-passed,0,4331,,auto,
npm:loglevel,npm-top,npm,loglevel,verification-passed,0,1064,,auto,
npm:log4js,npm-top,npm,log4js,build-script-not-approved,2,1200,yieldOS bloqueó log4js: requiere aprobación de build scripts,auto,
npm:datadog-metrics,npm-top,npm,datadog-metrics,verification-passed,0,954,,auto,
npm:formik,npm-top,npm,formik,category-d-blocked,2,422,"yieldOS bloqueó formik: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:cron,npm-top,npm,cron,verification-passed,0,3286,,auto,
npm:@hookform/resolvers,npm-top,npm,@hookform/resolvers,category-d-blocked,2,464,"yieldOS bloqueó @hookform/resolvers: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:urql,npm-top,npm,urql,verification-passed,0,4843,,auto,
npm:react-hook-form,npm-top,npm,react-hook-form,category-d-blocked,2,610,"yieldOS bloqueó react-hook-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:framer-motion,npm-top,npm,framer-motion,category-d-blocked,2,333,"yieldOS bloqueó framer-motion: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/web,npm-top,npm,@react-spring/web,category-d-blocked,2,428,"yieldOS bloqueó @react-spring/web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rate-limiter-flexible,npm-top,npm,rate-limiter-flexible,verification-passed,0,2234,,auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,540,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:gsap,npm-top,npm,gsap,category-d-blocked,2,473,"yieldOS bloqueó gsap: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-final-form,npm-top,npm,react-final-form,category-d-blocked,2,802,"yieldOS bloqueó react-final-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:recharts,npm-top,npm,recharts,category-d-blocked,2,517,"yieldOS bloqueó recharts: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:chart.js,npm-top,npm,chart.js,category-d-blocked,2,513,"yieldOS bloqueó chart.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lottie-react,npm-top,npm,lottie-react,category-d-blocked,2,721,"yieldOS bloqueó lottie-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:winston,npm-top,npm,winston,verification-passed,0,2757,,auto,
npm:react-chartjs-2,npm-top,npm,react-chartjs-2,category-d-blocked,2,580,"yieldOS bloqueó react-chartjs-2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@opentelemetry/api,npm-top,npm,@opentelemetry/api,verification-passed,0,2209,,auto,
npm:bunyan,npm-top,npm,bunyan,verification-passed,0,2989,,auto,
npm:d3,npm-top,npm,d3,category-d-blocked,2,1048,"yieldOS bloqueó d3: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-query,npm-top,npm,@tanstack/react-query,category-d-blocked,2,596,"yieldOS bloqueó @tanstack/react-query: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-table,npm-top,npm,react-table,category-d-blocked,2,488,"yieldOS bloqueó react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-window,npm-top,npm,react-window,category-d-blocked,2,300,"yieldOS bloqueó react-window: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-table,npm-top,npm,@tanstack/react-table,category-d-blocked,2,730,"yieldOS bloqueó @tanstack/react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-virtual,npm-top,npm,@tanstack/react-virtual,category-d-blocked,2,468,"yieldOS bloqueó @tanstack/react-virtual: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-virtualized,npm-top,npm,react-virtualized,category-d-blocked,2,395,"yieldOS bloqueó react-virtualized: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-dnd,npm-top,npm,react-dnd,category-d-blocked,2,312,"yieldOS bloqueó react-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:echarts,npm-top,npm,echarts,build-script-not-approved,2,1231,yieldOS bloqueó echarts: requiere aprobación de build scripts,auto,
npm:react-beautiful-dnd,npm-top,npm,react-beautiful-dnd,category-d-blocked,2,285,"yieldOS bloqueó react-beautiful-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:i18next,npm-top,npm,i18next,allowlist-match,0,417,,auto,
npm:react-intl,npm-top,npm,react-intl,category-d-blocked,2,383,"yieldOS bloqueó react-intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lottie-web,npm-top,npm,lottie-web,verification-passed,0,2539,,auto,
npm:react-i18next,npm-top,npm,react-i18next,allowlist-match,0,487,,auto,
npm:@formatjs/intl,npm-top,npm,@formatjs/intl,category-d-blocked,2,540,"yieldOS bloqueó @formatjs/intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rxjs,npm-top,npm,rxjs,category-d-blocked,2,355,"yieldOS bloqueó rxjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@xstate/react,npm-top,npm,@xstate/react,category-d-blocked,2,600,"yieldOS bloqueó @xstate/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lingui,npm-top,npm,lingui,allowlist-match,0,632,,auto,
npm:xstate,npm-top,npm,xstate,category-d-blocked,2,639,"yieldOS bloqueó xstate: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:robot3,npm-top,npm,robot3,category-a-rewrite,2,551,yieldOS realizó una optimización de la instalación de robot3,auto,
npm:@rxjs/operators,npm-top,npm,@rxjs/operators,allowlist-match,0,561,,auto,
npm:@nivo/core,npm-top,npm,@nivo/core,verification-passed,0,2922,,auto,
npm:newrelic,npm-top,npm,newrelic,verification-passed,0,5150,,auto,
npm:icepick,npm-top,npm,icepick,verification-passed,0,915,,auto,
npm:@apollo/client,npm-top,npm,@apollo/client,verification-passed,0,9226,,auto,
npm:immutable,npm-top,npm,immutable,verification-passed,0,1178,yieldOS instaló immutable con advertencias (ver log),auto,
npm:recoil,npm-top,npm,recoil,verification-passed,0,1043,,auto,
npm:mobx-react,npm-top,npm,mobx-react,category-d-blocked,2,847,"yieldOS bloqueó mobx-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:redux-thunk,npm-top,npm,redux-thunk,category-a-rewrite,2,1302,yieldOS realizó una optimización de la instalación de redux-thunk,auto,
npm:valtio,npm-top,npm,valtio,verification-passed,0,2418,,auto,
npm:plotly.js,npm-top,npm,plotly.js,verification-passed,0,5420,yieldOS instaló plotly.js con advertencias (ver log),auto,
npm:redux-observable,npm-top,npm,redux-observable,verification-passed,0,1303,,auto,
npm:immer,npm-top,npm,immer,verification-passed,0,3335,yieldOS instaló immer con advertencias (ver log),auto,
npm:@radix-ui/react-dropdown-menu,npm-top,npm,@radix-ui/react-dropdown-menu,allowlist-match,0,326,,auto,
npm:@radix-ui/react-dialog,npm-top,npm,@radix-ui/react-dialog,allowlist-match,0,538,,auto,
npm:mobx,npm-top,npm,mobx,verification-passed,0,2659,,auto,
npm:jotai,npm-top,npm,jotai,verification-passed,0,3101,,auto,
npm:@radix-ui/react-popover,npm-top,npm,@radix-ui/react-popover,allowlist-match,0,560,,auto,
npm:@dnd-kit/core,npm-top,npm,@dnd-kit/core,verification-passed,0,4983,,auto,
npm:@radix-ui/react-tooltip,npm-top,npm,@radix-ui/react-tooltip,allowlist-match,0,454,,auto,
npm:@headlessui/react,npm-top,npm,@headlessui/react,allowlist-match,0,443,,auto,
npm:@chakra-ui/react,npm-top,npm,@chakra-ui/react,allowlist-match,0,397,,auto,
npm:@mui/material,npm-top,npm,@mui/material,allowlist-match,0,320,,auto,
npm:@mui/icons-material,npm-top,npm,@mui/icons-material,allowlist-match,0,300,,auto,
npm:redux-saga,npm-top,npm,redux-saga,category-a-rewrite,2,2734,yieldOS realizó una optimización de la instalación de redux-saga,auto,
npm:antd,npm-top,npm,antd,allowlist-match,0,394,,auto,
npm:pino,npm-top,npm,pino,verification-passed,0,8978,,auto,
npm:tailwindcss,npm-top,npm,tailwindcss,allowlist-match,0,338,,auto,
npm:class-variance-authority,npm-top,npm,class-variance-authority,category-d-blocked,2,345,"yieldOS bloqueó class-variance-authority: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lucide-react,npm-top,npm,lucide-react,allowlist-match,0,312,,auto,
npm:classnames,npm-top,npm,classnames,category-a-rewrite,2,422,yieldOS realizó una optimización de la instalación de classnames,auto,
npm:@heroicons/react,npm-top,npm,@heroicons/react,allowlist-match,0,288,,auto,
npm:react-icons,npm-top,npm,react-icons,allowlist-match,0,319,,auto,
npm:victory,npm-top,npm,victory,verification-passed,0,6790,,auto,
npm:react-feather,npm-top,npm,react-feather,category-d-blocked,2,272,"yieldOS bloqueó react-feather: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:clsx,npm-top,npm,clsx,category-a-rewrite,2,586,yieldOS realizó una optimización de la instalación de clsx,auto,
npm:stripe,npm-top,npm,stripe,allowlist-match,0,253,,auto,
npm:@stripe/stripe-js,npm-top,npm,@stripe/stripe-js,allowlist-match,0,372,,auto,
npm:ethers,npm-top,npm,ethers,allowlist-match,0,351,,auto,
npm:@stripe/react-stripe-js,npm-top,npm,@stripe/react-stripe-js,allowlist-match,0,442,,auto,
npm:web3,npm-top,npm,web3,allowlist-match,0,450,,auto,
npm:@coinbase/wallet-sdk,npm-top,npm,@coinbase/wallet-sdk,allowlist-match,0,403,,auto,
npm:openai,npm-top,npm,openai,allowlist-match,0,355,,auto,
npm:langchain,npm-top,npm,langchain,allowlist-match,0,313,,auto,
npm:@langchain/core,npm-top,npm,@langchain/core,allowlist-match,0,264,,auto,
npm:zustand,npm-top,npm,zustand,verification-passed,0,4906,,auto,
npm:playwright,npm-top,npm,playwright,allowlist-match,0,424,,auto,
npm:@anthropic-ai/sdk,npm-top,npm,@anthropic-ai/sdk,allowlist-match,0,761,,auto,
npm:@langchain/openai,npm-top,npm,@langchain/openai,allowlist-match,0,512,,auto,
npm:@google-cloud/aiplatform,npm-top,npm,@google-cloud/aiplatform,allowlist-match,0,674,,auto,
npm:puppeteer-extra-plugin-stealth,npm-top,npm,puppeteer-extra-plugin-stealth,category-d-blocked,2,322,"yieldOS bloqueó puppeteer-extra-plugin-stealth: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-extra,npm-top,npm,puppeteer-extra,category-d-blocked,2,345,"yieldOS bloqueó puppeteer-extra: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@solana/web3.js,npm-top,npm,@solana/web3.js,allowlist-match,0,960,,auto,
npm:@playwright/test,npm-top,npm,@playwright/test,category-d-blocked,2,388,"yieldOS bloqueó @playwright/test: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer,npm-top,npm,puppeteer,category-d-blocked,2,576,"yieldOS bloqueó puppeteer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@shadcn/ui,npm-top,npm,@shadcn/ui,verification-passed,0,1270,,auto,
npm:tailwind-merge,npm-top,npm,tailwind-merge,verification-passed,0,1616,,auto,
npm:sharp,npm-top,npm,sharp,category-d-blocked,2,257,"yieldOS bloqueó sharp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jimp,npm-top,npm,jimp,category-d-blocked,2,260,"yieldOS bloqueó jimp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:canvas,npm-top,npm,canvas,category-d-blocked,2,270,"yieldOS bloqueó canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-canvas,npm-top,npm,node-canvas,category-d-blocked,2,257,"yieldOS bloqueó node-canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-pdf,npm-top,npm,puppeteer-pdf,category-d-blocked,2,339,"yieldOS bloqueó puppeteer-pdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:decimal.js,npm-top,npm,decimal.js,category-d-blocked,2,321,"yieldOS bloqueó decimal.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:bignumber.js,npm-top,npm,bignumber.js,category-d-blocked,2,329,"yieldOS bloqueó bignumber.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:big.js,npm-top,npm,big.js,category-d-blocked,2,320,"yieldOS bloqueó big.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@sentry/nextjs,npm-top,npm,@sentry/nextjs,verification-passed,0,10421,,auto,
npm:dinero.js,npm-top,npm,dinero.js,category-d-blocked,2,299,"yieldOS bloqueó dinero.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:currency.js,npm-top,npm,currency.js,category-d-blocked,2,288,"yieldOS bloqueó currency.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:ffmpeg,npm-top,npm,ffmpeg,verification-passed,0,895,,auto,
npm:swr,npm-top,npm,swr,build-script-not-approved,2,8520,yieldOS bloqueó swr: requiere aprobación de build scripts,auto,
npm:fluent-ffmpeg,npm-top,npm,fluent-ffmpeg,verification-passed,0,1076,,auto,
npm:minizip,npm-top,npm,minizip,verification-passed,0,771,,auto,
npm:adm-zip,npm-top,npm,adm-zip,verification-passed,0,915,yieldOS instaló adm-zip con advertencias (ver log),auto,
npm:pdfkit,npm-top,npm,pdfkit,verification-passed,0,1519,,auto,
npm:yauzl,npm-top,npm,yauzl,verification-passed,0,954,yieldOS instaló yauzl con advertencias (ver log),auto,
npm:qrcode,npm-top,npm,qrcode,verification-passed,0,1224,,auto,
npm:jsqr,npm-top,npm,jsqr,verification-passed,0,1193,,auto,
npm:core-js,npm-top,npm,core-js,category-d-blocked,2,301,"yieldOS bloqueó core-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@ffmpeg/ffmpeg,npm-top,npm,@ffmpeg/ffmpeg,verification-passed,0,1771,,auto,
npm:regenerator-runtime,npm-top,npm,regenerator-runtime,category-d-blocked,2,298,"yieldOS bloqueó regenerator-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-tar,npm-top,npm,node-tar,category-a-rewrite,2,767,yieldOS realizó una optimización de la instalación de node-tar,auto,
npm:tslib,npm-top,npm,tslib,allowlist-match,0,651,,auto,
npm:polyfill,npm-top,npm,polyfill,category-d-blocked,2,360,"yieldOS bloqueó polyfill: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:object-hash,npm-top,npm,object-hash,category-d-blocked,2,365,"yieldOS bloqueó object-hash: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@sentry/node,npm-top,npm,@sentry/node,verification-passed,0,12127,,auto,
npm:tar,npm-top,npm,tar,verification-passed,0,1075,yieldOS instaló tar con advertencias (ver log),auto,
npm:hash-sum,npm-top,npm,hash-sum,category-d-blocked,2,418,"yieldOS bloqueó hash-sum: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:shadcn,npm-top,npm,shadcn,verification-passed,0,3491,,auto,
npm:type-fest,npm-top,npm,type-fest,allowlist-match,0,391,,auto,
npm:yazl,npm-top,npm,yazl,verification-passed,0,1433,,auto,
npm:fast-deep-equal,npm-top,npm,fast-deep-equal,category-a-rewrite,2,788,yieldOS realizó una optimización de la instalación de fast-deep-equal,auto,
npm:deep-equal,npm-top,npm,deep-equal,verification-passed,0,831,,auto,
npm:csstype,npm-top,npm,csstype,allowlist-match,0,573,,auto,
npm:shelljs,npm-top,npm,shelljs,verification-passed,0,428,yieldOS instaló shelljs con advertencias (ver log),auto,
npm:execa,npm-top,npm,execa,verification-passed,0,462,,auto,
npm:tinyspawn,npm-top,npm,tinyspawn,category-a-rewrite,2,431,yieldOS realizó una optimización de la instalación de tinyspawn,auto,
npm:is-plain-object,npm-top,npm,is-plain-object,category-a-rewrite,2,851,yieldOS realizó una optimización de la instalación de is-plain-object,auto,
npm:open,npm-top,npm,open,verification-passed,0,842,yieldOS instaló open con advertencias (ver log),auto,
npm:npm-run-all,npm-top,npm,npm-run-all,verification-passed,0,559,,auto,
npm:lint-staged,npm-top,npm,lint-staged,category-d-blocked,2,396,"yieldOS bloqueó lint-staged: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@commitlint/cli,npm-top,npm,@commitlint/cli,category-d-blocked,2,497,"yieldOS bloqueó @commitlint/cli: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@commitlint/config-conventional,npm-top,npm,@commitlint/config-conventional,category-d-blocked,2,489,"yieldOS bloqueó @commitlint/config-conventional: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rollup-plugin-typescript2,npm-top,npm,rollup-plugin-typescript2,category-d-blocked,2,345,"yieldOS bloqueó rollup-plugin-typescript2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:npx,npm-top,npm,npx,verification-passed,0,726,,auto,
npm:@rollup/plugin-commonjs,npm-top,npm,@rollup/plugin-commonjs,category-d-blocked,2,280,"yieldOS bloqueó @rollup/plugin-commonjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:babel-plugin-transform-runtime,npm-top,npm,babel-plugin-transform-runtime,category-d-blocked,2,300,"yieldOS bloqueó babel-plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rollup/plugin-node-resolve,npm-top,npm,@rollup/plugin-node-resolve,category-d-blocked,2,455,"yieldOS bloqueó @rollup/plugin-node-resolve: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:concurrently,npm-top,npm,concurrently,verification-passed,0,1039,,auto,
npm:husky,npm-top,npm,husky,category-a-rewrite,2,924,yieldOS realizó una optimización de la instalación de husky,auto,
npm:@babel/plugin-transform-runtime,npm-top,npm,@babel/plugin-transform-runtime,category-d-blocked,2,300,"yieldOS bloqueó @babel/plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:postcss,npm-top,npm,postcss,category-d-blocked,2,307,"yieldOS bloqueó postcss: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@zxing/library,npm-top,npm,@zxing/library,verification-passed,0,3016,,auto,
npm:pdf-lib,npm-top,npm,pdf-lib,verification-passed,0,3542,,auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,380,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:graphql-tools,npm-top,npm,graphql-tools,verification-passed,0,16888,,auto,
npm:@react-spring/native,npm-top,npm,@react-spring/native,category-d-blocked,2,395,"yieldOS bloqueó @react-spring/native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native,npm-top,npm,react-native,category-d-blocked,2,418,"yieldOS bloqueó react-native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native-web,npm-top,npm,react-native-web,category-d-blocked,2,528,"yieldOS bloqueó react-native-web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@types/node,npm-top,npm,@types/node,allowlist-match,0,470,,auto,
npm:@types/react,npm-top,npm,@types/react,allowlist-match,0,440,,auto,
npm:@types/react-dom,npm-top,npm,@types/react-dom,allowlist-match,0,478,,auto,
npm:@semantic-release/changelog,npm-top,npm,@semantic-release/changelog,verification-passed,0,1972,,auto,
npm:sass,npm-top,npm,sass,verification-passed,0,1453,,auto,
npm:type-fest,npm-top,npm,type-fest,allowlist-match,0,435,,auto,
npm:@types/lodash,npm-top,npm,@types/lodash,allowlist-match,0,588,,auto,
npm:@semantic-release/git,npm-top,npm,@semantic-release/git,verification-passed,0,2203,,auto,
npm:tslib,npm-top,npm,tslib,allowlist-match,0,967,,auto,
npm:node-sass,npm-top,npm,node-sass,verification-passed,0,2460,,auto,
npm:less,npm-top,npm,less,verification-passed,0,2405,,auto,
npm:stylus,npm-top,npm,stylus,verification-passed,0,2419,,auto,
npm:cssnano,npm-top,npm,cssnano,verification-passed,0,2838,,auto,
npm:@types/express,npm-top,npm,@types/express,allowlist-match,0,1918,,auto,
npm:@vue/compiler-sfc,npm-top,npm,@vue/compiler-sfc,category-d-blocked,2,297,"yieldOS bloqueó @vue/compiler-sfc: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-pre-gyp,npm-top,npm,node-pre-gyp,verification-passed,0,1604,,auto,
npm:react-scripts,npm-top,npm,react-scripts,allowlist-match,0,408,,auto,
npm:vue-template-compiler,npm-top,npm,vue-template-compiler,category-d-blocked,2,652,"yieldOS bloqueó vue-template-compiler: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:create-vite,npm-top,npm,create-vite,allowlist-match,0,361,,auto,
npm:create-react-app,npm-top,npm,create-react-app,allowlist-match,0,416,,auto,
npm:create-next-app,npm-top,npm,create-next-app,allowlist-match,0,344,,auto,
npm:@aws-sdk/client-dynamodb,npm-top,npm,@aws-sdk/client-dynamodb,allowlist-match,0,409,,auto,
npm:@aws-sdk/client-lambda,npm-top,npm,@aws-sdk/client-lambda,allowlist-match,0,393,,auto,
npm:google-auth-library,npm-top,npm,google-auth-library,category-d-blocked,2,419,"yieldOS bloqueó google-auth-library: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@aws-sdk/client-secretsmanager,npm-top,npm,@aws-sdk/client-secretsmanager,allowlist-match,0,612,,auto,
npm:discord.js,npm-top,npm,discord.js,allowlist-match,0,385,,auto,
npm:electron-forge,npm-top,npm,electron-forge,build-script-not-approved,2,2360,yieldOS bloqueó electron-forge: requiere aprobación de build scripts,auto,
npm:tauri,npm-top,npm,tauri,build-script-not-approved,2,2142,yieldOS bloqueó tauri: requiere aprobación de build scripts,auto,
npm:@twilio/sdk,npm-top,npm,@twilio/sdk,allowlist-match,0,700,,auto,
npm:twilio,npm-top,npm,twilio,allowlist-match,0,723,,auto,
npm:stripe-node,npm-top,npm,stripe-node,category-a-rewrite,2,446,yieldOS realizó una optimización de la instalación de stripe-node,auto,
npm:discord-api-types,npm-top,npm,discord-api-types,allowlist-match,0,614,,auto,
npm:node-gyp,npm-top,npm,node-gyp,verification-passed,0,3251,,auto,
npm:@tauri-apps/api,npm-top,npm,@tauri-apps/api,verification-passed,0,2880,,auto,
npm:node-telegram-bot-api,npm-top,npm,node-telegram-bot-api,verification-passed,0,1633,,auto,
npm:@octokit/auth-token,npm-top,npm,@octokit/auth-token,category-d-blocked,2,1060,"yieldOS bloqueó @octokit/auth-token: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:googleapis,npm-top,npm,googleapis,verification-passed,0,3291,yieldOS instaló googleapis con advertencias (ver log),auto,
npm:@octokit/core,npm-top,npm,@octokit/core,verification-passed,0,2232,,auto,
npm:@firebase/app,npm-top,npm,@firebase/app,allowlist-match,0,324,,auto,
npm:firebase,npm-top,npm,firebase,allowlist-match,0,463,,auto,
npm:firebase-admin,npm-top,npm,firebase-admin,allowlist-match,0,413,,auto,
npm:@slack/web-api,npm-top,npm,@slack/web-api,verification-passed,0,3442,,auto,
npm:mathjs,npm-top,npm,mathjs,verification-passed,0,10689,yieldOS instaló mathjs con advertencias (ver log),auto,
npm:telegraf,npm-top,npm,telegraf,build-script-not-approved,2,3951,yieldOS bloqueó telegraf: requiere aprobación de build scripts,auto,
npm:@google-cloud/firestore,npm-top,npm,@google-cloud/firestore,allowlist-match,0,544,,auto,
npm:@google-cloud/storage,npm-top,npm,@google-cloud/storage,allowlist-match,0,494,,auto,
npm:puppeteer-extra-plugin-adblocker,npm-top,npm,puppeteer-extra-plugin-adblocker,category-d-blocked,2,300,"yieldOS bloqueó puppeteer-extra-plugin-adblocker: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@google-cloud/translate,npm-top,npm,@google-cloud/translate,allowlist-match,0,548,,auto,
npm:semantic-release,npm-top,npm,semantic-release,verification-passed,0,8908,yieldOS instaló semantic-release con advertencias (ver log),auto,
npm:@notionhq/client,npm-top,npm,@notionhq/client,build-script-not-approved,2,4237,yieldOS bloqueó @notionhq/client: requiere aprobación de build scripts,auto,
npm:autoprefixer,npm-top,npm,autoprefixer,verification-passed,0,8897,,auto,
npm:@web3-storage/w3up-client,npm-top,npm,@web3-storage/w3up-client,verification-passed,0,2456,,auto,
npm:@babel/parser,npm-top,npm,@babel/parser,category-d-blocked,2,664,"yieldOS bloqueó @babel/parser: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:acorn,npm-top,npm,acorn,build-script-not-approved,2,1012,yieldOS bloqueó acorn: requiere aprobación de build scripts,auto,
npm:puppeteer-cluster,npm-top,npm,puppeteer-cluster,category-d-blocked,2,1263,"yieldOS bloqueó puppeteer-cluster: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:esprima,npm-top,npm,esprima,verification-passed,0,1174,,auto,
npm:@babel/generator,npm-top,npm,@babel/generator,category-d-blocked,2,409,"yieldOS bloqueó @babel/generator: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:estree-walker,npm-top,npm,estree-walker,category-a-rewrite,2,987,yieldOS realizó una optimización de la instalación de estree-walker,auto,
npm:estraverse,npm-top,npm,estraverse,category-a-rewrite,2,819,yieldOS realizó una optimización de la instalación de estraverse,auto,
npm:@swc/register,npm-top,npm,@swc/register,category-d-blocked,2,573,"yieldOS bloqueó @swc/register: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@slack/bolt,npm-top,npm,@slack/bolt,build-script-not-approved,2,5344,yieldOS bloqueó @slack/bolt: requiere aprobación de build scripts,auto,
npm:@babel/traverse,npm-top,npm,@babel/traverse,category-d-blocked,2,1102,"yieldOS bloqueó @babel/traverse: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@swc/jest,npm-top,npm,@swc/jest,category-d-blocked,2,720,"yieldOS bloqueó @swc/jest: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:expo-cli,npm-top,npm,expo-cli,build-script-not-approved,2,9833,yieldOS bloqueó expo-cli: requiere aprobación de build scripts,auto,
npm:electron-builder,npm-top,npm,electron-builder,verification-passed,0,8765,,auto,
npm:source-map-support,npm-top,npm,source-map-support,verification-passed,0,1307,,auto,
npm:escodegen,npm-top,npm,escodegen,verification-passed,0,1643,,auto,
npm:jest-diff,npm-top,npm,jest-diff,category-d-blocked,2,401,"yieldOS bloqueó jest-diff: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:espree,npm-top,npm,espree,verification-passed,0,2532,,auto,
npm:magic-string,npm-top,npm,magic-string,verification-passed,0,1923,,auto,
npm:ansi-styles,npm-top,npm,ansi-styles,category-a-rewrite,2,836,yieldOS realizó una optimización de la instalación de ansi-styles,auto,
npm:strip-ansi,npm-top,npm,strip-ansi,category-a-rewrite,2,570,yieldOS realizó una optimización de la instalación de strip-ansi,auto,
npm:source-map,npm-top,npm,source-map,verification-passed,0,1927,,auto,
npm:ansi-regex,npm-top,npm,ansi-regex,category-a-rewrite,2,626,yieldOS realizó una optimización de la instalación de ansi-regex,auto,
npm:wrap-ansi,npm-top,npm,wrap-ansi,verification-passed,0,614,yieldOS instaló wrap-ansi con advertencias (ver log),auto,
npm:string-width,npm-top,npm,string-width,verification-passed,0,614,,auto,
npm:diff,npm-top,npm,diff,verification-passed,0,1150,yieldOS instaló diff con advertencias (ver log),auto,
npm:@octokit/rest,npm-top,npm,@octokit/rest,verification-passed,0,6464,,auto,
npm:fast-diff,npm-top,npm,fast-diff,verification-passed,0,1268,,auto,
npm:is-interactive,npm-top,npm,is-interactive,category-a-rewrite,2,611,yieldOS realizó una optimización de la instalación de is-interactive,auto,
