id,dataset,manager,package,verdict,exit_code,duration_ms,message,expected,incident
npm:scrypt-kdf,npm-top,npm,scrypt-kdf,category-d-blocked,2,313,"yieldOS bloqueó scrypt-kdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:express-jwt,npm-top,npm,express-jwt,category-d-blocked,2,405,"yieldOS bloqueó express-jwt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:crypto-js,npm-top,npm,crypto-js,category-d-blocked,2,397,"yieldOS bloqueó crypto-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-forge,npm-top,npm,node-forge,category-d-blocked,2,408,"yieldOS bloqueó node-forge: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:csurf,npm-top,npm,csurf,category-d-blocked,2,403,"yieldOS bloqueó csurf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:express-rate-limit,npm-top,npm,express-rate-limit,category-d-blocked,2,396,"yieldOS bloqueó express-rate-limit: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:csrf,npm-top,npm,csrf,category-d-blocked,2,408,"yieldOS bloqueó csrf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jws,npm-top,npm,jws,passthrough-or-allow,0,515,yieldOS instaló jws con advertencias (ver log),auto,
npm:debug,npm-top,npm,debug,category-a-rewrite,2,736,yieldOS realizó una optimización de la instalación de debug,auto,
npm:log4js,npm-top,npm,log4js,build-script-not-approved,2,912,yieldOS bloqueó log4js: requiere aprobación de build scripts,auto,
npm:@sentry/react,npm-top,npm,@sentry/react,category-d-blocked,2,689,"yieldOS bloqueó @sentry/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:tweetnacl,npm-top,npm,tweetnacl,passthrough-or-allow,0,1165,,auto,
npm:formik,npm-top,npm,formik,category-d-blocked,2,537,"yieldOS bloqueó formik: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:winston,npm-top,npm,winston,passthrough-or-allow,0,1553,,auto,
npm:react-hook-form,npm-top,npm,react-hook-form,category-d-blocked,2,644,"yieldOS bloqueó react-hook-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:bunyan,npm-top,npm,bunyan,passthrough-or-allow,0,1700,,auto,
npm:react-final-form,npm-top,npm,react-final-form,category-d-blocked,2,457,"yieldOS bloqueó react-final-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:framer-motion,npm-top,npm,framer-motion,category-d-blocked,2,461,"yieldOS bloqueó framer-motion: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,430,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@hookform/resolvers,npm-top,npm,@hookform/resolvers,category-d-blocked,2,1220,"yieldOS bloqueó @hookform/resolvers: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/web,npm-top,npm,@react-spring/web,category-d-blocked,2,655,"yieldOS bloqueó @react-spring/web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lottie-react,npm-top,npm,lottie-react,category-d-blocked,2,512,"yieldOS bloqueó lottie-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:gsap,npm-top,npm,gsap,category-d-blocked,2,574,"yieldOS bloqueó gsap: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:loglevel,npm-top,npm,loglevel,passthrough-or-allow,0,2382,,auto,
npm:recharts,npm-top,npm,recharts,category-d-blocked,2,403,"yieldOS bloqueó recharts: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:datadog-metrics,npm-top,npm,datadog-metrics,passthrough-or-allow,0,2447,,auto,
npm:rate-limiter-flexible,npm-top,npm,rate-limiter-flexible,passthrough-or-allow,0,2945,,auto,
npm:@opentelemetry/api,npm-top,npm,@opentelemetry/api,passthrough-or-allow,0,1888,,auto,
npm:chart.js,npm-top,npm,chart.js,category-d-blocked,2,459,"yieldOS bloqueó chart.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lottie-web,npm-top,npm,lottie-web,passthrough-or-allow,0,861,,auto,
npm:react-chartjs-2,npm-top,npm,react-chartjs-2,category-d-blocked,2,489,"yieldOS bloqueó react-chartjs-2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:d3,npm-top,npm,d3,category-d-blocked,2,487,"yieldOS bloqueó d3: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@apollo/client,npm-top,npm,@apollo/client,passthrough-or-allow,0,6016,,auto,
npm:@tanstack/react-query,npm-top,npm,@tanstack/react-query,category-d-blocked,2,350,"yieldOS bloqueó @tanstack/react-query: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-table,npm-top,npm,@tanstack/react-table,category-d-blocked,2,427,"yieldOS bloqueó @tanstack/react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-table,npm-top,npm,react-table,category-d-blocked,2,476,"yieldOS bloqueó react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-window,npm-top,npm,react-window,category-d-blocked,2,466,"yieldOS bloqueó react-window: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-virtual,npm-top,npm,@tanstack/react-virtual,category-d-blocked,2,620,"yieldOS bloqueó @tanstack/react-virtual: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-virtualized,npm-top,npm,react-virtualized,category-d-blocked,2,503,"yieldOS bloqueó react-virtualized: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-dnd,npm-top,npm,react-dnd,category-d-blocked,2,782,"yieldOS bloqueó react-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-beautiful-dnd,npm-top,npm,react-beautiful-dnd,category-d-blocked,2,642,"yieldOS bloqueó react-beautiful-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:i18next,npm-top,npm,i18next,passthrough-or-allow,0,554,,auto,
npm:react-i18next,npm-top,npm,react-i18next,passthrough-or-allow,0,646,,auto,
npm:react-intl,npm-top,npm,react-intl,category-d-blocked,2,506,"yieldOS bloqueó react-intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lingui,npm-top,npm,lingui,passthrough-or-allow,0,426,,auto,
npm:@formatjs/intl,npm-top,npm,@formatjs/intl,category-d-blocked,2,550,"yieldOS bloqueó @formatjs/intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@nivo/core,npm-top,npm,@nivo/core,passthrough-or-allow,0,2209,,auto,
npm:xstate,npm-top,npm,xstate,category-d-blocked,2,573,"yieldOS bloqueó xstate: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@xstate/react,npm-top,npm,@xstate/react,category-d-blocked,2,513,"yieldOS bloqueó @xstate/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rxjs/operators,npm-top,npm,@rxjs/operators,passthrough-or-allow,0,341,,auto,
npm:echarts,npm-top,npm,echarts,build-script-not-approved,2,2581,yieldOS bloqueó echarts: requiere aprobación de build scripts,auto,
npm:robot3,npm-top,npm,robot3,category-a-rewrite,2,800,yieldOS realizó una optimización de la instalación de robot3,auto,
npm:rxjs,npm-top,npm,rxjs,category-d-blocked,2,837,"yieldOS bloqueó rxjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:newrelic,npm-top,npm,newrelic,passthrough-or-allow,0,5258,,auto,
npm:@dnd-kit/core,npm-top,npm,@dnd-kit/core,passthrough-or-allow,0,2951,,auto,
npm:pino,npm-top,npm,pino,passthrough-or-allow,0,6427,,auto,
npm:icepick,npm-top,npm,icepick,passthrough-or-allow,0,1878,,auto,
npm:valtio,npm-top,npm,valtio,passthrough-or-allow,0,1683,,auto,
npm:mobx-react,npm-top,npm,mobx-react,category-d-blocked,2,837,"yieldOS bloqueó mobx-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:recoil,npm-top,npm,recoil,passthrough-or-allow,0,1757,,auto,
npm:immer,npm-top,npm,immer,passthrough-or-allow,0,2626,yieldOS instaló immer con advertencias (ver log),auto,
npm:victory,npm-top,npm,victory,passthrough-or-allow,0,4909,,auto,
npm:jotai,npm-top,npm,jotai,passthrough-or-allow,0,2233,,auto,
npm:@radix-ui/react-dialog,npm-top,npm,@radix-ui/react-dialog,passthrough-or-allow,0,563,,auto,
npm:io-ts,npm-top,npm,io-ts,passthrough-or-allow,0,18211,,auto,
npm:redux-thunk,npm-top,npm,redux-thunk,category-a-rewrite,2,843,yieldOS realizó una optimización de la instalación de redux-thunk,auto,
npm:@radix-ui/react-dropdown-menu,npm-top,npm,@radix-ui/react-dropdown-menu,passthrough-or-allow,0,527,,auto,
npm:@radix-ui/react-popover,npm-top,npm,@radix-ui/react-popover,passthrough-or-allow,0,532,,auto,
npm:redux-saga,npm-top,npm,redux-saga,category-a-rewrite,2,1067,yieldOS realizó una optimización de la instalación de redux-saga,auto,
npm:@radix-ui/react-tooltip,npm-top,npm,@radix-ui/react-tooltip,passthrough-or-allow,0,519,,auto,
npm:@chakra-ui/react,npm-top,npm,@chakra-ui/react,passthrough-or-allow,0,477,,auto,
npm:antd,npm-top,npm,antd,passthrough-or-allow,0,338,,auto,
npm:zustand,npm-top,npm,zustand,passthrough-or-allow,0,3003,,auto,
npm:mobx,npm-top,npm,mobx,passthrough-or-allow,0,1970,,auto,
npm:swr,npm-top,npm,swr,build-script-not-approved,2,5685,yieldOS bloqueó swr: requiere aprobación de build scripts,auto,
npm:@mui/icons-material,npm-top,npm,@mui/icons-material,passthrough-or-allow,0,523,,auto,
npm:@headlessui/react,npm-top,npm,@headlessui/react,passthrough-or-allow,0,738,,auto,
npm:@mui/material,npm-top,npm,@mui/material,passthrough-or-allow,0,554,,auto,
npm:redux-observable,npm-top,npm,redux-observable,passthrough-or-allow,0,1472,,auto,
npm:tailwindcss,npm-top,npm,tailwindcss,passthrough-or-allow,0,636,,auto,
npm:lucide-react,npm-top,npm,lucide-react,passthrough-or-allow,0,387,,auto,
npm:class-variance-authority,npm-top,npm,class-variance-authority,category-d-blocked,2,391,"yieldOS bloqueó class-variance-authority: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-icons,npm-top,npm,react-icons,passthrough-or-allow,0,325,,auto,
npm:@heroicons/react,npm-top,npm,@heroicons/react,passthrough-or-allow,0,335,,auto,
npm:react-feather,npm-top,npm,react-feather,category-d-blocked,2,331,"yieldOS bloqueó react-feather: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:clsx,npm-top,npm,clsx,category-a-rewrite,2,887,yieldOS realizó una optimización de la instalación de clsx,auto,
npm:classnames,npm-top,npm,classnames,category-a-rewrite,2,834,yieldOS realizó una optimización de la instalación de classnames,auto,
npm:stripe,npm-top,npm,stripe,passthrough-or-allow,0,828,,auto,
npm:tailwind-merge,npm-top,npm,tailwind-merge,passthrough-or-allow,0,1448,,auto,
npm:@stripe/react-stripe-js,npm-top,npm,@stripe/react-stripe-js,passthrough-or-allow,0,838,,auto,
npm:@solana/web3.js,npm-top,npm,@solana/web3.js,passthrough-or-allow,0,708,,auto,
npm:web3,npm-top,npm,web3,passthrough-or-allow,0,732,,auto,
npm:@stripe/stripe-js,npm-top,npm,@stripe/stripe-js,passthrough-or-allow,0,843,,auto,
npm:@coinbase/wallet-sdk,npm-top,npm,@coinbase/wallet-sdk,passthrough-or-allow,0,550,,auto,
npm:openai,npm-top,npm,openai,passthrough-or-allow,0,555,,auto,
npm:ethers,npm-top,npm,ethers,passthrough-or-allow,0,1036,,auto,
npm:@anthropic-ai/sdk,npm-top,npm,@anthropic-ai/sdk,passthrough-or-allow,0,373,,auto,
npm:langchain,npm-top,npm,langchain,passthrough-or-allow,0,453,,auto,
npm:@langchain/core,npm-top,npm,@langchain/core,passthrough-or-allow,0,453,,auto,
npm:@langchain/openai,npm-top,npm,@langchain/openai,passthrough-or-allow,0,452,,auto,
npm:@google-cloud/aiplatform,npm-top,npm,@google-cloud/aiplatform,passthrough-or-allow,0,477,,auto,
npm:puppeteer,npm-top,npm,puppeteer,category-d-blocked,2,452,"yieldOS bloqueó puppeteer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:playwright,npm-top,npm,playwright,passthrough-or-allow,0,408,,auto,
npm:@playwright/test,npm-top,npm,@playwright/test,category-d-blocked,2,392,"yieldOS bloqueó @playwright/test: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-extra,npm-top,npm,puppeteer-extra,category-d-blocked,2,370,"yieldOS bloqueó puppeteer-extra: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:shadcn,npm-top,npm,shadcn,passthrough-or-allow,0,1665,,auto,
npm:puppeteer-extra-plugin-stealth,npm-top,npm,puppeteer-extra-plugin-stealth,category-d-blocked,2,296,"yieldOS bloqueó puppeteer-extra-plugin-stealth: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:plotly.js,npm-top,npm,plotly.js,passthrough-or-allow,0,7601,yieldOS instaló plotly.js con advertencias (ver log),auto,
npm:jimp,npm-top,npm,jimp,category-d-blocked,2,278,"yieldOS bloqueó jimp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-canvas,npm-top,npm,node-canvas,category-d-blocked,2,315,"yieldOS bloqueó node-canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:sharp,npm-top,npm,sharp,category-d-blocked,2,318,"yieldOS bloqueó sharp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:canvas,npm-top,npm,canvas,category-d-blocked,2,327,"yieldOS bloqueó canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:immutable,npm-top,npm,immutable,passthrough-or-allow,0,5346,yieldOS instaló immutable con advertencias (ver log),auto,
npm:puppeteer-pdf,npm-top,npm,puppeteer-pdf,category-d-blocked,2,266,"yieldOS bloqueó puppeteer-pdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:pdfkit,npm-top,npm,pdfkit,passthrough-or-allow,0,624,,auto,
npm:decimal.js,npm-top,npm,decimal.js,category-d-blocked,2,369,"yieldOS bloqueó decimal.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:bignumber.js,npm-top,npm,bignumber.js,category-d-blocked,2,372,"yieldOS bloqueó bignumber.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:dinero.js,npm-top,npm,dinero.js,category-d-blocked,2,388,"yieldOS bloqueó dinero.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:currency.js,npm-top,npm,currency.js,category-d-blocked,2,373,"yieldOS bloqueó currency.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:big.js,npm-top,npm,big.js,category-d-blocked,2,413,"yieldOS bloqueó big.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@shadcn/ui,npm-top,npm,@shadcn/ui,passthrough-or-allow,0,2414,,auto,
npm:ffmpeg,npm-top,npm,ffmpeg,passthrough-or-allow,0,952,,auto,
npm:yazl,npm-top,npm,yazl,passthrough-or-allow,0,890,,auto,
npm:jsqr,npm-top,npm,jsqr,passthrough-or-allow,0,1017,,auto,
npm:fluent-ffmpeg,npm-top,npm,fluent-ffmpeg,passthrough-or-allow,0,1523,,auto,
npm:yauzl,npm-top,npm,yauzl,passthrough-or-allow,0,1027,yieldOS instaló yauzl con advertencias (ver log),auto,
npm:tslib,npm-top,npm,tslib,passthrough-or-allow,0,256,,auto,
npm:minizip,npm-top,npm,minizip,passthrough-or-allow,0,1226,,auto,
npm:core-js,npm-top,npm,core-js,category-d-blocked,2,466,"yieldOS bloqueó core-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:qrcode,npm-top,npm,qrcode,passthrough-or-allow,0,1753,,auto,
npm:adm-zip,npm-top,npm,adm-zip,passthrough-or-allow,0,1399,yieldOS instaló adm-zip con advertencias (ver log),auto,
npm:@sentry/node,npm-top,npm,@sentry/node,passthrough-or-allow,0,11982,,auto,
npm:polyfill,npm-top,npm,polyfill,category-d-blocked,2,446,"yieldOS bloqueó polyfill: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@sentry/nextjs,npm-top,npm,@sentry/nextjs,passthrough-or-allow,0,12030,,auto,
npm:regenerator-runtime,npm-top,npm,regenerator-runtime,category-d-blocked,2,540,"yieldOS bloqueó regenerator-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:fast-deep-equal,npm-top,npm,fast-deep-equal,category-a-rewrite,2,456,yieldOS realizó una optimización de la instalación de fast-deep-equal,auto,
npm:hash-sum,npm-top,npm,hash-sum,category-d-blocked,2,245,"yieldOS bloqueó hash-sum: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:object-hash,npm-top,npm,object-hash,category-d-blocked,2,283,"yieldOS bloqueó object-hash: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:pdf-lib,npm-top,npm,pdf-lib,passthrough-or-allow,0,2389,,auto,
npm:node-tar,npm-top,npm,node-tar,category-a-rewrite,2,1513,yieldOS realizó una optimización de la instalación de node-tar,auto,
npm:graphql-tools,npm-top,npm,graphql-tools,passthrough-or-allow,0,15495,,auto,
npm:csstype,npm-top,npm,csstype,passthrough-or-allow,0,451,,auto,
npm:tar,npm-top,npm,tar,passthrough-or-allow,0,1570,yieldOS instaló tar con advertencias (ver log),auto,
npm:type-fest,npm-top,npm,type-fest,passthrough-or-allow,0,504,,auto,
npm:open,npm-top,npm,open,passthrough-or-allow,0,527,yieldOS instaló open con advertencias (ver log),auto,
npm:concurrently,npm-top,npm,concurrently,passthrough-or-allow,0,452,,auto,
npm:deep-equal,npm-top,npm,deep-equal,passthrough-or-allow,0,985,,auto,
npm:@ffmpeg/ffmpeg,npm-top,npm,@ffmpeg/ffmpeg,passthrough-or-allow,0,2688,,auto,
npm:is-plain-object,npm-top,npm,is-plain-object,category-a-rewrite,2,772,yieldOS realizó una optimización de la instalación de is-plain-object,auto,
npm:@commitlint/cli,npm-top,npm,@commitlint/cli,category-d-blocked,2,238,"yieldOS bloqueó @commitlint/cli: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lint-staged,npm-top,npm,lint-staged,category-d-blocked,2,245,"yieldOS bloqueó lint-staged: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@zxing/library,npm-top,npm,@zxing/library,passthrough-or-allow,0,2272,,auto,
npm:@commitlint/config-conventional,npm-top,npm,@commitlint/config-conventional,category-d-blocked,2,244,"yieldOS bloqueó @commitlint/config-conventional: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:execa,npm-top,npm,execa,passthrough-or-allow,0,672,,auto,
npm:tinyspawn,npm-top,npm,tinyspawn,category-a-rewrite,2,595,yieldOS realizó una optimización de la instalación de tinyspawn,auto,
npm:shelljs,npm-top,npm,shelljs,passthrough-or-allow,0,631,yieldOS instaló shelljs con advertencias (ver log),auto,
npm:npm-run-all,npm-top,npm,npm-run-all,passthrough-or-allow,0,660,,auto,
npm:rollup-plugin-typescript2,npm-top,npm,rollup-plugin-typescript2,category-d-blocked,2,381,"yieldOS bloqueó rollup-plugin-typescript2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rollup/plugin-commonjs,npm-top,npm,@rollup/plugin-commonjs,category-d-blocked,2,373,"yieldOS bloqueó @rollup/plugin-commonjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rollup/plugin-node-resolve,npm-top,npm,@rollup/plugin-node-resolve,category-d-blocked,2,388,"yieldOS bloqueó @rollup/plugin-node-resolve: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/plugin-transform-runtime,npm-top,npm,@babel/plugin-transform-runtime,category-d-blocked,2,374,"yieldOS bloqueó @babel/plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:babel-plugin-transform-runtime,npm-top,npm,babel-plugin-transform-runtime,category-d-blocked,2,389,"yieldOS bloqueó babel-plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:npx,npm-top,npm,npx,passthrough-or-allow,0,660,,auto,
npm:postcss,npm-top,npm,postcss,category-d-blocked,2,561,"yieldOS bloqueó postcss: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/native,npm-top,npm,@react-spring/native,category-d-blocked,2,270,"yieldOS bloqueó @react-spring/native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,390,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native-web,npm-top,npm,react-native-web,category-d-blocked,2,390,"yieldOS bloqueó react-native-web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native,npm-top,npm,react-native,category-d-blocked,2,410,"yieldOS bloqueó react-native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@types/node,npm-top,npm,@types/node,passthrough-or-allow,0,282,,auto,
npm:@types/react-dom,npm-top,npm,@types/react-dom,passthrough-or-allow,0,363,,auto,
npm:@types/react,npm-top,npm,@types/react,passthrough-or-allow,0,612,,auto,
npm:@types/express,npm-top,npm,@types/express,passthrough-or-allow,0,453,,auto,
npm:@types/lodash,npm-top,npm,@types/lodash,passthrough-or-allow,0,410,,auto,
npm:semantic-release,npm-top,npm,semantic-release,passthrough-or-allow,0,2011,yieldOS instaló semantic-release con advertencias (ver log),auto,
npm:type-fest,npm-top,npm,type-fest,passthrough-or-allow,0,365,,auto,
npm:less,npm-top,npm,less,passthrough-or-allow,0,1573,,auto,
npm:tslib,npm-top,npm,tslib,passthrough-or-allow,0,580,,auto,
npm:stylus,npm-top,npm,stylus,passthrough-or-allow,0,2055,,auto,
npm:husky,npm-top,npm,husky,category-a-rewrite,2,2708,yieldOS realizó una optimización de la instalación de husky,auto,
npm:cssnano,npm-top,npm,cssnano,passthrough-or-allow,0,2448,,auto,
npm:sass,npm-top,npm,sass,passthrough-or-allow,0,2466,,auto,
npm:vue-template-compiler,npm-top,npm,vue-template-compiler,category-d-blocked,2,433,"yieldOS bloqueó vue-template-compiler: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@vue/compiler-sfc,npm-top,npm,@vue/compiler-sfc,category-d-blocked,2,487,"yieldOS bloqueó @vue/compiler-sfc: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@semantic-release/git,npm-top,npm,@semantic-release/git,passthrough-or-allow,0,3205,,auto,
npm:create-react-app,npm-top,npm,create-react-app,passthrough-or-allow,0,470,,auto,
npm:react-scripts,npm-top,npm,react-scripts,passthrough-or-allow,0,582,,auto,
npm:node-gyp,npm-top,npm,node-gyp,passthrough-or-allow,0,1968,,auto,
npm:electron-forge,npm-top,npm,electron-forge,build-script-not-approved,2,1582,yieldOS bloqueó electron-forge: requiere aprobación de build scripts,auto,
npm:create-vite,npm-top,npm,create-vite,passthrough-or-allow,0,507,,auto,
npm:node-sass,npm-top,npm,node-sass,passthrough-or-allow,0,3445,,auto,
npm:node-pre-gyp,npm-top,npm,node-pre-gyp,passthrough-or-allow,0,1953,,auto,
npm:@aws-sdk/client-dynamodb,npm-top,npm,@aws-sdk/client-dynamodb,passthrough-or-allow,0,292,,auto,
npm:create-next-app,npm-top,npm,create-next-app,passthrough-or-allow,0,332,,auto,
npm:@semantic-release/changelog,npm-top,npm,@semantic-release/changelog,passthrough-or-allow,0,3976,,auto,
npm:@aws-sdk/client-lambda,npm-top,npm,@aws-sdk/client-lambda,passthrough-or-allow,0,411,,auto,
npm:@aws-sdk/client-secretsmanager,npm-top,npm,@aws-sdk/client-secretsmanager,passthrough-or-allow,0,405,,auto,
npm:google-auth-library,npm-top,npm,google-auth-library,category-d-blocked,2,390,"yieldOS bloqueó google-auth-library: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@twilio/sdk,npm-top,npm,@twilio/sdk,passthrough-or-allow,0,291,,auto,
npm:discord.js,npm-top,npm,discord.js,passthrough-or-allow,0,282,,auto,
npm:twilio,npm-top,npm,twilio,passthrough-or-allow,0,298,,auto,
npm:discord-api-types,npm-top,npm,discord-api-types,passthrough-or-allow,0,277,,auto,
npm:@tauri-apps/api,npm-top,npm,@tauri-apps/api,passthrough-or-allow,0,2082,,auto,
npm:stripe-node,npm-top,npm,stripe-node,category-a-rewrite,2,938,yieldOS realizó una optimización de la instalación de stripe-node,auto,
npm:node-telegram-bot-api,npm-top,npm,node-telegram-bot-api,passthrough-or-allow,0,1609,,auto,
npm:@octokit/auth-token,npm-top,npm,@octokit/auth-token,category-d-blocked,2,604,"yieldOS bloqueó @octokit/auth-token: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@notionhq/client,npm-top,npm,@notionhq/client,build-script-not-approved,2,2311,yieldOS bloqueó @notionhq/client: requiere aprobación de build scripts,auto,
npm:googleapis,npm-top,npm,googleapis,passthrough-or-allow,0,2977,yieldOS instaló googleapis con advertencias (ver log),auto,
npm:@firebase/app,npm-top,npm,@firebase/app,passthrough-or-allow,0,488,,auto,
npm:tauri,npm-top,npm,tauri,build-script-not-approved,2,4661,yieldOS bloqueó tauri: requiere aprobación de build scripts,auto,
npm:firebase,npm-top,npm,firebase,passthrough-or-allow,0,433,,auto,
npm:@slack/bolt,npm-top,npm,@slack/bolt,build-script-not-approved,2,3000,yieldOS bloqueó @slack/bolt: requiere aprobación de build scripts,auto,
npm:firebase-admin,npm-top,npm,firebase-admin,passthrough-or-allow,0,329,,auto,
npm:@google-cloud/firestore,npm-top,npm,@google-cloud/firestore,passthrough-or-allow,0,280,,auto,
npm:@google-cloud/translate,npm-top,npm,@google-cloud/translate,passthrough-or-allow,0,278,,auto,
npm:@google-cloud/storage,npm-top,npm,@google-cloud/storage,passthrough-or-allow,0,293,,auto,
npm:telegraf,npm-top,npm,telegraf,build-script-not-approved,2,3734,yieldOS bloqueó telegraf: requiere aprobación de build scripts,auto,
npm:puppeteer-cluster,npm-top,npm,puppeteer-cluster,category-d-blocked,2,460,"yieldOS bloqueó puppeteer-cluster: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/parser,npm-top,npm,@babel/parser,category-d-blocked,2,307,"yieldOS bloqueó @babel/parser: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@octokit/core,npm-top,npm,@octokit/core,passthrough-or-allow,0,3585,,auto,
npm:puppeteer-extra-plugin-adblocker,npm-top,npm,puppeteer-extra-plugin-adblocker,category-d-blocked,2,801,"yieldOS bloqueó puppeteer-extra-plugin-adblocker: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:esprima,npm-top,npm,esprima,passthrough-or-allow,0,970,,auto,
npm:@web3-storage/w3up-client,npm-top,npm,@web3-storage/w3up-client,passthrough-or-allow,0,3042,,auto,
npm:autoprefixer,npm-top,npm,autoprefixer,passthrough-or-allow,0,8670,,auto,
npm:@babel/generator,npm-top,npm,@babel/generator,category-d-blocked,2,408,"yieldOS bloqueó @babel/generator: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:espree,npm-top,npm,espree,passthrough-or-allow,0,1224,,auto,
npm:estree-walker,npm-top,npm,estree-walker,category-a-rewrite,2,929,yieldOS realizó una optimización de la instalación de estree-walker,auto,
npm:estraverse,npm-top,npm,estraverse,category-a-rewrite,2,916,yieldOS realizó una optimización de la instalación de estraverse,auto,
npm:@babel/traverse,npm-top,npm,@babel/traverse,category-d-blocked,2,633,"yieldOS bloqueó @babel/traverse: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:escodegen,npm-top,npm,escodegen,passthrough-or-allow,0,1147,,auto,
npm:@swc/jest,npm-top,npm,@swc/jest,category-d-blocked,2,705,"yieldOS bloqueó @swc/jest: categoría crítica, requiere aprobación del equipo de seguridad",auto,
