id,dataset,manager,package,verdict,exit_code,duration_ms,message,expected,incident
npm:@sentry/react,npm-top,npm,@sentry/react,category-d-blocked,2,746,"yieldOS bloqueó @sentry/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:debug,npm-top,npm,debug,category-a-rewrite,2,898,yieldOS realizó una optimización de la instalación de debug,auto,
npm:tweetnacl,npm-top,npm,tweetnacl,verification-passed,0,1358,,auto,
npm:datadog-metrics,npm-top,npm,datadog-metrics,verification-passed,0,1228,,auto,
npm:winston,npm-top,npm,winston,verification-passed,0,1548,,auto,
npm:react-hook-form,npm-top,npm,react-hook-form,category-d-blocked,2,611,"yieldOS bloqueó react-hook-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:loglevel,npm-top,npm,loglevel,verification-passed,0,1686,,auto,
npm:formik,npm-top,npm,formik,category-d-blocked,2,709,"yieldOS bloqueó formik: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@hookform/resolvers,npm-top,npm,@hookform/resolvers,category-d-blocked,2,585,"yieldOS bloqueó @hookform/resolvers: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:framer-motion,npm-top,npm,framer-motion,category-d-blocked,2,640,"yieldOS bloqueó framer-motion: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-final-form,npm-top,npm,react-final-form,category-d-blocked,2,768,"yieldOS bloqueó react-final-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rate-limiter-flexible,npm-top,npm,rate-limiter-flexible,verification-passed,0,2584,,auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,708,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/web,npm-top,npm,@react-spring/web,category-d-blocked,2,602,"yieldOS bloqueó @react-spring/web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lottie-react,npm-top,npm,lottie-react,category-d-blocked,2,537,"yieldOS bloqueó lottie-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:bunyan,npm-top,npm,bunyan,verification-passed,0,3031,,auto,
npm:gsap,npm-top,npm,gsap,category-d-blocked,2,996,"yieldOS bloqueó gsap: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:recharts,npm-top,npm,recharts,category-d-blocked,2,608,"yieldOS bloqueó recharts: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-chartjs-2,npm-top,npm,react-chartjs-2,category-d-blocked,2,546,"yieldOS bloqueó react-chartjs-2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:chart.js,npm-top,npm,chart.js,category-d-blocked,2,827,"yieldOS bloqueó chart.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:d3,npm-top,npm,d3,category-d-blocked,2,578,"yieldOS bloqueó d3: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@opentelemetry/api,npm-top,npm,@opentelemetry/api,verification-passed,0,2614,,auto,
npm:lottie-web,npm-top,npm,lottie-web,verification-passed,0,1849,,auto,
npm:@tanstack/react-table,npm-top,npm,@tanstack/react-table,category-d-blocked,2,842,"yieldOS bloqueó @tanstack/react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-query,npm-top,npm,@tanstack/react-query,category-d-blocked,2,1089,"yieldOS bloqueó @tanstack/react-query: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:log4js,npm-top,npm,log4js,build-script-not-approved,2,4533,yieldOS bloqueó log4js: requiere aprobación de build scripts,auto,
npm:react-table,npm-top,npm,react-table,category-d-blocked,2,574,"yieldOS bloqueó react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rehype,npm-top,npm,rehype,verification-passed,0,9216,,auto,
npm:@apollo/client,npm-top,npm,@apollo/client,verification-passed,0,7903,,auto,
npm:react-window,npm-top,npm,react-window,category-d-blocked,2,449,"yieldOS bloqueó react-window: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-virtual,npm-top,npm,@tanstack/react-virtual,category-d-blocked,2,510,"yieldOS bloqueó @tanstack/react-virtual: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:echarts,npm-top,npm,echarts,build-script-not-approved,2,2093,yieldOS bloqueó echarts: requiere aprobación de build scripts,auto,
npm:react-beautiful-dnd,npm-top,npm,react-beautiful-dnd,category-d-blocked,2,541,"yieldOS bloqueó react-beautiful-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-virtualized,npm-top,npm,react-virtualized,category-d-blocked,2,905,"yieldOS bloqueó react-virtualized: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-dnd,npm-top,npm,react-dnd,category-d-blocked,2,967,"yieldOS bloqueó react-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-i18next,npm-top,npm,react-i18next,allowlist-match,0,734,,auto,
npm:i18next,npm-top,npm,i18next,allowlist-match,0,752,,auto,
npm:react-intl,npm-top,npm,react-intl,category-d-blocked,2,464,"yieldOS bloqueó react-intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@formatjs/intl,npm-top,npm,@formatjs/intl,category-d-blocked,2,623,"yieldOS bloqueó @formatjs/intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:xstate,npm-top,npm,xstate,category-d-blocked,2,402,"yieldOS bloqueó xstate: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lingui,npm-top,npm,lingui,allowlist-match,0,638,,auto,
npm:@xstate/react,npm-top,npm,@xstate/react,category-d-blocked,2,559,"yieldOS bloqueó @xstate/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rxjs,npm-top,npm,rxjs,category-d-blocked,2,531,"yieldOS bloqueó rxjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@nivo/core,npm-top,npm,@nivo/core,verification-passed,0,3365,,auto,
npm:@rxjs/operators,npm-top,npm,@rxjs/operators,allowlist-match,0,447,,auto,
npm:robot3,npm-top,npm,robot3,category-a-rewrite,2,1085,yieldOS realizó una optimización de la instalación de robot3,auto,
npm:immutable,npm-top,npm,immutable,verification-passed,0,1386,yieldOS instaló immutable con advertencias (ver log),auto,
npm:@dnd-kit/core,npm-top,npm,@dnd-kit/core,verification-passed,0,3674,,auto,
npm:icepick,npm-top,npm,icepick,verification-passed,0,2237,,auto,
npm:swr,npm-top,npm,swr,build-script-not-approved,2,5059,yieldOS bloqueó swr: requiere aprobación de build scripts,auto,
npm:victory,npm-top,npm,victory,verification-passed,0,5551,,auto,
npm:plotly.js,npm-top,npm,plotly.js,verification-passed,0,5683,yieldOS instaló plotly.js con advertencias (ver log),auto,
npm:recoil,npm-top,npm,recoil,verification-passed,0,2106,,auto,
npm:immer,npm-top,npm,immer,verification-passed,0,2852,yieldOS instaló immer con advertencias (ver log),auto,
npm:zustand,npm-top,npm,zustand,verification-passed,0,2856,,auto,
npm:valtio,npm-top,npm,valtio,verification-passed,0,2647,,auto,
npm:mobx-react,npm-top,npm,mobx-react,category-d-blocked,2,907,"yieldOS bloqueó mobx-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jotai,npm-top,npm,jotai,verification-passed,0,2906,,auto,
npm:@radix-ui/react-dropdown-menu,npm-top,npm,@radix-ui/react-dropdown-menu,allowlist-match,0,576,,auto,
npm:@radix-ui/react-dialog,npm-top,npm,@radix-ui/react-dialog,allowlist-match,0,669,,auto,
npm:@radix-ui/react-tooltip,npm-top,npm,@radix-ui/react-tooltip,allowlist-match,0,427,,auto,
npm:@radix-ui/react-popover,npm-top,npm,@radix-ui/react-popover,allowlist-match,0,649,,auto,
npm:redux-thunk,npm-top,npm,redux-thunk,category-a-rewrite,2,1089,yieldOS realizó una optimización de la instalación de redux-thunk,auto,
npm:@headlessui/react,npm-top,npm,@headlessui/react,allowlist-match,0,445,,auto,
npm:pino,npm-top,npm,pino,verification-passed,0,9578,,auto,
npm:@chakra-ui/react,npm-top,npm,@chakra-ui/react,allowlist-match,0,310,,auto,
npm:@mui/material,npm-top,npm,@mui/material,allowlist-match,0,302,,auto,
npm:redux-saga,npm-top,npm,redux-saga,category-a-rewrite,2,1278,yieldOS realizó una optimización de la instalación de redux-saga,auto,
npm:@mui/icons-material,npm-top,npm,@mui/icons-material,allowlist-match,0,435,,auto,
npm:mobx,npm-top,npm,mobx,verification-passed,0,2334,,auto,
npm:redux-observable,npm-top,npm,redux-observable,verification-passed,0,1341,,auto,
npm:antd,npm-top,npm,antd,allowlist-match,0,461,,auto,
npm:tailwindcss,npm-top,npm,tailwindcss,allowlist-match,0,479,,auto,
npm:class-variance-authority,npm-top,npm,class-variance-authority,category-d-blocked,2,462,"yieldOS bloqueó class-variance-authority: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lucide-react,npm-top,npm,lucide-react,allowlist-match,0,442,,auto,
npm:react-icons,npm-top,npm,react-icons,allowlist-match,0,445,,auto,
npm:classnames,npm-top,npm,classnames,category-a-rewrite,2,530,yieldOS realizó una optimización de la instalación de classnames,auto,
npm:@heroicons/react,npm-top,npm,@heroicons/react,allowlist-match,0,380,,auto,
npm:react-feather,npm-top,npm,react-feather,category-d-blocked,2,326,"yieldOS bloqueó react-feather: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@sentry/nextjs,npm-top,npm,@sentry/nextjs,verification-passed,0,9957,,auto,
npm:clsx,npm-top,npm,clsx,category-a-rewrite,2,692,yieldOS realizó una optimización de la instalación de clsx,auto,
npm:stripe,npm-top,npm,stripe,allowlist-match,0,412,,auto,
npm:@stripe/stripe-js,npm-top,npm,@stripe/stripe-js,allowlist-match,0,405,,auto,
npm:@stripe/react-stripe-js,npm-top,npm,@stripe/react-stripe-js,allowlist-match,0,422,,auto,
npm:ethers,npm-top,npm,ethers,allowlist-match,0,441,,auto,
npm:web3,npm-top,npm,web3,allowlist-match,0,432,,auto,
npm:@solana/web3.js,npm-top,npm,@solana/web3.js,allowlist-match,0,441,,auto,
npm:@coinbase/wallet-sdk,npm-top,npm,@coinbase/wallet-sdk,allowlist-match,0,437,,auto,
npm:@anthropic-ai/sdk,npm-top,npm,@anthropic-ai/sdk,allowlist-match,0,394,,auto,
npm:@google-cloud/aiplatform,npm-top,npm,@google-cloud/aiplatform,allowlist-match,0,420,,auto,
npm:openai,npm-top,npm,openai,allowlist-match,0,493,,auto,
npm:@sentry/node,npm-top,npm,@sentry/node,verification-passed,0,10588,,auto,
npm:langchain,npm-top,npm,langchain,allowlist-match,0,507,,auto,
npm:@langchain/core,npm-top,npm,@langchain/core,allowlist-match,0,547,,auto,
npm:@langchain/openai,npm-top,npm,@langchain/openai,allowlist-match,0,510,,auto,
npm:puppeteer-extra,npm-top,npm,puppeteer-extra,category-d-blocked,2,453,"yieldOS bloqueó puppeteer-extra: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-extra-plugin-stealth,npm-top,npm,puppeteer-extra-plugin-stealth,category-d-blocked,2,451,"yieldOS bloqueó puppeteer-extra-plugin-stealth: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:playwright,npm-top,npm,playwright,allowlist-match,0,525,,auto,
npm:puppeteer,npm-top,npm,puppeteer,category-d-blocked,2,625,"yieldOS bloqueó puppeteer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@playwright/test,npm-top,npm,@playwright/test,category-d-blocked,2,612,"yieldOS bloqueó @playwright/test: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:sharp,npm-top,npm,sharp,allowlist-match,0,517,,auto,
npm:jimp,npm-top,npm,jimp,category-d-blocked,2,483,"yieldOS bloqueó jimp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:canvas,npm-top,npm,canvas,allowlist-match,0,417,,auto,
npm:node-canvas,npm-top,npm,node-canvas,category-d-blocked,2,377,"yieldOS bloqueó node-canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:shadcn,npm-top,npm,shadcn,verification-passed,0,1378,,auto,
npm:puppeteer-pdf,npm-top,npm,puppeteer-pdf,category-d-blocked,2,420,"yieldOS bloqueó puppeteer-pdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:newrelic,npm-top,npm,newrelic,verification-passed,0,11199,,auto,
npm:tailwind-merge,npm-top,npm,tailwind-merge,verification-passed,0,1976,,auto,
npm:bignumber.js,npm-top,npm,bignumber.js,category-d-blocked,2,401,"yieldOS bloqueó bignumber.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:big.js,npm-top,npm,big.js,category-d-blocked,2,410,"yieldOS bloqueó big.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:decimal.js,npm-top,npm,decimal.js,category-d-blocked,2,431,"yieldOS bloqueó decimal.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:dinero.js,npm-top,npm,dinero.js,category-d-blocked,2,368,"yieldOS bloqueó dinero.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:currency.js,npm-top,npm,currency.js,category-d-blocked,2,368,"yieldOS bloqueó currency.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@shadcn/ui,npm-top,npm,@shadcn/ui,verification-passed,0,1986,,auto,
npm:pdfkit,npm-top,npm,pdfkit,verification-passed,0,999,,auto,
npm:ffmpeg,npm-top,npm,ffmpeg,verification-passed,0,1093,,auto,
npm:qrcode,npm-top,npm,qrcode,verification-passed,0,1055,,auto,
npm:fluent-ffmpeg,npm-top,npm,fluent-ffmpeg,verification-passed,0,1363,,auto,
npm:minizip,npm-top,npm,minizip,verification-passed,0,909,,auto,
npm:yazl,npm-top,npm,yazl,verification-passed,0,865,,auto,
npm:tslib,npm-top,npm,tslib,allowlist-match,0,616,,auto,
npm:jsqr,npm-top,npm,jsqr,verification-passed,0,1414,,auto,
npm:pdf-lib,npm-top,npm,pdf-lib,verification-passed,0,2091,,auto,
npm:adm-zip,npm-top,npm,adm-zip,verification-passed,0,1575,yieldOS instaló adm-zip con advertencias (ver log),auto,
npm:core-js,npm-top,npm,core-js,category-d-blocked,2,1035,"yieldOS bloqueó core-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:tar,npm-top,npm,tar,verification-passed,0,1581,yieldOS instaló tar con advertencias (ver log),auto,
npm:object-hash,npm-top,npm,object-hash,category-d-blocked,2,667,"yieldOS bloqueó object-hash: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:polyfill,npm-top,npm,polyfill,category-d-blocked,2,798,"yieldOS bloqueó polyfill: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-tar,npm-top,npm,node-tar,category-a-rewrite,2,1437,yieldOS realizó una optimización de la instalación de node-tar,auto,
npm:yauzl,npm-top,npm,yauzl,verification-passed,0,1956,yieldOS instaló yauzl con advertencias (ver log),auto,
npm:graphql-tools,npm-top,npm,graphql-tools,verification-passed,0,16273,,auto,
npm:hash-sum,npm-top,npm,hash-sum,category-d-blocked,2,709,"yieldOS bloqueó hash-sum: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:type-fest,npm-top,npm,type-fest,allowlist-match,0,590,,auto,
npm:csstype,npm-top,npm,csstype,allowlist-match,0,572,,auto,
npm:is-plain-object,npm-top,npm,is-plain-object,category-a-rewrite,2,692,yieldOS realizó una optimización de la instalación de is-plain-object,auto,
npm:regenerator-runtime,npm-top,npm,regenerator-runtime,category-d-blocked,2,1322,"yieldOS bloqueó regenerator-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@ffmpeg/ffmpeg,npm-top,npm,@ffmpeg/ffmpeg,verification-passed,0,2765,,auto,
npm:fast-deep-equal,npm-top,npm,fast-deep-equal,category-a-rewrite,2,1616,yieldOS realizó una optimización de la instalación de fast-deep-equal,auto,
npm:deep-equal,npm-top,npm,deep-equal,verification-passed,0,1634,,auto,
npm:tinyspawn,npm-top,npm,tinyspawn,category-a-rewrite,2,770,yieldOS realizó una optimización de la instalación de tinyspawn,auto,
npm:open,npm-top,npm,open,verification-passed,0,936,yieldOS instaló open con advertencias (ver log),auto,
npm:shelljs,npm-top,npm,shelljs,verification-passed,0,911,yieldOS instaló shelljs con advertencias (ver log),auto,
npm:execa,npm-top,npm,execa,verification-passed,0,1020,,auto,
npm:@commitlint/config-conventional,npm-top,npm,@commitlint/config-conventional,category-d-blocked,2,486,"yieldOS bloqueó @commitlint/config-conventional: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@zxing/library,npm-top,npm,@zxing/library,verification-passed,0,2773,,auto,
npm:@commitlint/cli,npm-top,npm,@commitlint/cli,category-d-blocked,2,558,"yieldOS bloqueó @commitlint/cli: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lint-staged,npm-top,npm,lint-staged,category-d-blocked,2,560,"yieldOS bloqueó lint-staged: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:concurrently,npm-top,npm,concurrently,verification-passed,0,1030,,auto,
npm:npx,npm-top,npm,npx,verification-passed,0,1017,,auto,
npm:rollup-plugin-typescript2,npm-top,npm,rollup-plugin-typescript2,category-d-blocked,2,509,"yieldOS bloqueó rollup-plugin-typescript2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rollup/plugin-node-resolve,npm-top,npm,@rollup/plugin-node-resolve,category-d-blocked,2,493,"yieldOS bloqueó @rollup/plugin-node-resolve: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:npm-run-all,npm-top,npm,npm-run-all,verification-passed,0,1114,,auto,
npm:@rollup/plugin-commonjs,npm-top,npm,@rollup/plugin-commonjs,category-d-blocked,2,526,"yieldOS bloqueó @rollup/plugin-commonjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:postcss,npm-top,npm,postcss,category-d-blocked,2,451,"yieldOS bloqueó postcss: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/plugin-transform-runtime,npm-top,npm,@babel/plugin-transform-runtime,category-d-blocked,2,453,"yieldOS bloqueó @babel/plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:babel-plugin-transform-runtime,npm-top,npm,babel-plugin-transform-runtime,category-d-blocked,2,478,"yieldOS bloqueó babel-plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:husky,npm-top,npm,husky,category-a-rewrite,2,1013,yieldOS realizó una optimización de la instalación de husky,auto,
npm:mathjs,npm-top,npm,mathjs,verification-passed,0,3585,yieldOS instaló mathjs con advertencias (ver log),auto,
npm:node-sass,npm-top,npm,node-sass,allowlist-match,0,502,,auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,540,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/native,npm-top,npm,@react-spring/native,category-d-blocked,2,567,"yieldOS bloqueó @react-spring/native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native,npm-top,npm,react-native,category-d-blocked,2,557,"yieldOS bloqueó react-native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@types/node,npm-top,npm,@types/node,allowlist-match,0,579,,auto,
npm:react-native-web,npm-top,npm,react-native-web,category-d-blocked,2,871,"yieldOS bloqueó react-native-web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@types/express,npm-top,npm,@types/express,allowlist-match,0,588,,auto,
npm:autoprefixer,npm-top,npm,autoprefixer,verification-passed,0,1920,,auto,
npm:@types/react-dom,npm-top,npm,@types/react-dom,allowlist-match,0,1010,,auto,
npm:tslib,npm-top,npm,tslib,allowlist-match,0,878,,auto,
npm:stylus,npm-top,npm,stylus,verification-passed,0,1669,,auto,
npm:type-fest,npm-top,npm,type-fest,allowlist-match,0,759,,auto,
npm:@types/lodash,npm-top,npm,@types/lodash,allowlist-match,0,1141,,auto,
npm:cssnano,npm-top,npm,cssnano,verification-passed,0,2128,,auto,
npm:@types/react,npm-top,npm,@types/react,allowlist-match,0,1540,,auto,
npm:less,npm-top,npm,less,verification-passed,0,2012,,auto,
npm:@semantic-release/changelog,npm-top,npm,@semantic-release/changelog,verification-passed,0,2949,,auto,
npm:@vue/compiler-sfc,npm-top,npm,@vue/compiler-sfc,category-d-blocked,2,538,"yieldOS bloqueó @vue/compiler-sfc: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-gyp,npm-top,npm,node-gyp,verification-passed,0,1322,,auto,
npm:vue-template-compiler,npm-top,npm,vue-template-compiler,category-d-blocked,2,796,"yieldOS bloqueó vue-template-compiler: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-scripts,npm-top,npm,react-scripts,allowlist-match,0,593,,auto,
npm:create-react-app,npm-top,npm,create-react-app,allowlist-match,0,663,,auto,
npm:sass,npm-top,npm,sass,verification-passed,0,3185,,auto,
npm:semantic-release,npm-top,npm,semantic-release,verification-passed,0,3970,yieldOS instaló semantic-release con advertencias (ver log),auto,
npm:create-vite,npm-top,npm,create-vite,allowlist-match,0,618,,auto,
npm:@aws-sdk/client-dynamodb,npm-top,npm,@aws-sdk/client-dynamodb,allowlist-match,0,568,,auto,
npm:@aws-sdk/client-lambda,npm-top,npm,@aws-sdk/client-lambda,allowlist-match,0,554,,auto,
npm:@semantic-release/git,npm-top,npm,@semantic-release/git,verification-passed,0,3814,,auto,
npm:tauri,npm-top,npm,tauri,build-script-not-approved,2,1580,yieldOS bloqueó tauri: requiere aprobación de build scripts,auto,
npm:create-next-app,npm-top,npm,create-next-app,allowlist-match,0,760,,auto,
npm:node-pre-gyp,npm-top,npm,node-pre-gyp,verification-passed,0,1841,,auto,
npm:electron-forge,npm-top,npm,electron-forge,build-script-not-approved,2,1757,yieldOS bloqueó electron-forge: requiere aprobación de build scripts,auto,
npm:google-auth-library,npm-top,npm,google-auth-library,category-d-blocked,2,485,"yieldOS bloqueó google-auth-library: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:discord.js,npm-top,npm,discord.js,allowlist-match,0,486,,auto,
npm:@twilio/sdk,npm-top,npm,@twilio/sdk,allowlist-match,0,545,,auto,
npm:twilio,npm-top,npm,twilio,allowlist-match,0,568,,auto,
npm:discord-api-types,npm-top,npm,discord-api-types,allowlist-match,0,440,,auto,
npm:@aws-sdk/client-secretsmanager,npm-top,npm,@aws-sdk/client-secretsmanager,allowlist-match,0,695,,auto,
npm:stripe-node,npm-top,npm,stripe-node,category-a-rewrite,2,786,yieldOS realizó una optimización de la instalación de stripe-node,auto,
npm:@octokit/auth-token,npm-top,npm,@octokit/auth-token,category-d-blocked,2,630,"yieldOS bloqueó @octokit/auth-token: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-telegram-bot-api,npm-top,npm,node-telegram-bot-api,verification-passed,0,1437,,auto,
npm:@firebase/app,npm-top,npm,@firebase/app,allowlist-match,0,486,,auto,
npm:@tauri-apps/api,npm-top,npm,@tauri-apps/api,verification-passed,0,3642,,auto,
npm:firebase,npm-top,npm,firebase,allowlist-match,0,741,,auto,
npm:firebase-admin,npm-top,npm,firebase-admin,allowlist-match,0,673,,auto,
npm:@notionhq/client,npm-top,npm,@notionhq/client,build-script-not-approved,2,2512,yieldOS bloqueó @notionhq/client: requiere aprobación de build scripts,auto,
npm:telegraf,npm-top,npm,telegraf,build-script-not-approved,2,2962,yieldOS bloqueó telegraf: requiere aprobación de build scripts,auto,
npm:@google-cloud/translate,npm-top,npm,@google-cloud/translate,allowlist-match,0,803,,auto,
npm:@google-cloud/firestore,npm-top,npm,@google-cloud/firestore,allowlist-match,0,1014,,auto,
npm:puppeteer-extra-plugin-adblocker,npm-top,npm,puppeteer-extra-plugin-adblocker,category-d-blocked,2,345,"yieldOS bloqueó puppeteer-extra-plugin-adblocker: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@google-cloud/storage,npm-top,npm,@google-cloud/storage,allowlist-match,0,1256,,auto,
npm:puppeteer-cluster,npm-top,npm,puppeteer-cluster,category-d-blocked,2,850,"yieldOS bloqueó puppeteer-cluster: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/parser,npm-top,npm,@babel/parser,category-d-blocked,2,373,"yieldOS bloqueó @babel/parser: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:esprima,npm-top,npm,esprima,verification-passed,0,909,,auto,
npm:@slack/web-api,npm-top,npm,@slack/web-api,verification-passed,0,4237,,auto,
npm:estree-walker,npm-top,npm,estree-walker,category-a-rewrite,2,1081,yieldOS realizó una optimización de la instalación de estree-walker,auto,
npm:espree,npm-top,npm,espree,verification-passed,0,1724,,auto,
npm:acorn,npm-top,npm,acorn,build-script-not-approved,2,1929,yieldOS bloqueó acorn: requiere aprobación de build scripts,auto,
npm:escodegen,npm-top,npm,escodegen,verification-passed,0,1145,,auto,
npm:@babel/traverse,npm-top,npm,@babel/traverse,category-d-blocked,2,538,"yieldOS bloqueó @babel/traverse: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/generator,npm-top,npm,@babel/generator,category-d-blocked,2,612,"yieldOS bloqueó @babel/generator: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@octokit/core,npm-top,npm,@octokit/core,verification-passed,0,4796,,auto,
npm:estraverse,npm-top,npm,estraverse,category-a-rewrite,2,1438,yieldOS realizó una optimización de la instalación de estraverse,auto,
npm:googleapis,npm-top,npm,googleapis,verification-passed,0,5434,yieldOS instaló googleapis con advertencias (ver log),auto,
npm:@slack/bolt,npm-top,npm,@slack/bolt,build-script-not-approved,2,5167,yieldOS bloqueó @slack/bolt: requiere aprobación de build scripts,auto,
npm:@swc/jest,npm-top,npm,@swc/jest,category-d-blocked,2,541,"yieldOS bloqueó @swc/jest: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@swc/register,npm-top,npm,@swc/register,category-d-blocked,2,513,"yieldOS bloqueó @swc/register: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:source-map-support,npm-top,npm,source-map-support,verification-passed,0,714,,auto,
npm:@web3-storage/w3up-client,npm-top,npm,@web3-storage/w3up-client,verification-passed,0,4913,,auto,
npm:jest-diff,npm-top,npm,jest-diff,category-d-blocked,2,621,"yieldOS bloqueó jest-diff: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:magic-string,npm-top,npm,magic-string,verification-passed,0,1206,,auto,
npm:fast-diff,npm-top,npm,fast-diff,verification-passed,0,1130,,auto,
npm:sucrase,npm-top,npm,sucrase,verification-passed,0,1480,,auto,
npm:ansi-styles,npm-top,npm,ansi-styles,category-a-rewrite,2,962,yieldOS realizó una optimización de la instalación de ansi-styles,auto,
npm:ansi-regex,npm-top,npm,ansi-regex,category-a-rewrite,2,936,yieldOS realizó una optimización de la instalación de ansi-regex,auto,
npm:diff,npm-top,npm,diff,verification-passed,0,1512,yieldOS instaló diff con advertencias (ver log),auto,
npm:string-width,npm-top,npm,string-width,verification-passed,0,693,,auto,
npm:strip-ansi,npm-top,npm,strip-ansi,category-a-rewrite,2,1048,yieldOS realizó una optimización de la instalación de strip-ansi,auto,
npm:term-size,npm-top,npm,term-size,category-a-rewrite,2,631,yieldOS realizó una optimización de la instalación de term-size,auto,
npm:is-interactive,npm-top,npm,is-interactive,category-a-rewrite,2,682,yieldOS realizó una optimización de la instalación de is-interactive,auto,
npm:source-map,npm-top,npm,source-map,verification-passed,0,2054,,auto,
npm:electron,npm-top,npm,electron,verification-passed,0,8892,yieldOS instaló electron con advertencias (ver log),auto,
npm:@octokit/rest,npm-top,npm,@octokit/rest,verification-passed,0,6831,,auto,
npm:wrap-ansi,npm-top,npm,wrap-ansi,verification-passed,0,1427,yieldOS instaló wrap-ansi con advertencias (ver log),auto,
