id,dataset,manager,package,verdict,exit_code,duration_ms,message,expected,incident
npm:engine.io,npm-top,npm,engine.io,passthrough-or-allow,0,3132,yieldOS instaló engine.io con advertencias (ver log),auto,
npm:marked,npm-top,npm,marked,passthrough-or-allow,0,5241,yieldOS instaló marked con advertencias (ver log),auto,
npm:nodemailer,npm-top,npm,nodemailer,category-d-blocked,2,804,"yieldOS bloqueó nodemailer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-cron,npm-top,npm,node-cron,passthrough-or-allow,0,1564,,auto,
npm:ws,npm-top,npm,ws,passthrough-or-allow,0,3630,yieldOS instaló ws con advertencias (ver log),auto,
npm:passport-local,npm-top,npm,passport-local,category-d-blocked,2,411,"yieldOS bloqueó passport-local: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:engine.io-client,npm-top,npm,engine.io-client,passthrough-or-allow,0,3613,yieldOS instaló engine.io-client con advertencias (ver log),auto,
npm:passport,npm-top,npm,passport,category-d-blocked,2,578,"yieldOS bloqueó passport: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport-jwt,npm-top,npm,passport-jwt,category-d-blocked,2,402,"yieldOS bloqueó passport-jwt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:cron,npm-top,npm,cron,passthrough-or-allow,0,1917,,auto,
npm:nodemailer-smtp-transport,npm-top,npm,nodemailer-smtp-transport,passthrough-or-allow,0,1085,,auto,
npm:passport-google-oauth20,npm-top,npm,passport-google-oauth20,category-d-blocked,2,542,"yieldOS bloqueó passport-google-oauth20: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport-github2,npm-top,npm,passport-github2,category-d-blocked,2,541,"yieldOS bloqueó passport-github2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:passport-facebook,npm-top,npm,passport-facebook,category-d-blocked,2,520,"yieldOS bloqueó passport-facebook: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lucia,npm-top,npm,lucia,category-d-blocked,2,441,"yieldOS bloqueó lucia: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:next-auth,npm-top,npm,next-auth,category-d-blocked,2,566,"yieldOS bloqueó next-auth: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@auth0/auth0-react,npm-top,npm,@auth0/auth0-react,category-d-blocked,2,300,"yieldOS bloqueó @auth0/auth0-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:argon2-browser,npm-top,npm,argon2-browser,category-d-blocked,2,256,"yieldOS bloqueó argon2-browser: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:argon2,npm-top,npm,argon2,category-d-blocked,2,270,"yieldOS bloqueó argon2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:bcrypt,npm-top,npm,bcrypt,category-d-blocked,2,277,"yieldOS bloqueó bcrypt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:bcryptjs,npm-top,npm,bcryptjs,category-d-blocked,2,311,"yieldOS bloqueó bcryptjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:scrypt-js,npm-top,npm,scrypt-js,category-d-blocked,2,242,"yieldOS bloqueó scrypt-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:scrypt-kdf,npm-top,npm,scrypt-kdf,category-d-blocked,2,340,"yieldOS bloqueó scrypt-kdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jsonwebtoken,npm-top,npm,jsonwebtoken,category-d-blocked,2,349,"yieldOS bloqueó jsonwebtoken: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:urql,npm-top,npm,urql,passthrough-or-allow,0,3864,,auto,
npm:crypto-js,npm-top,npm,crypto-js,category-d-blocked,2,315,"yieldOS bloqueó crypto-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:express-jwt,npm-top,npm,express-jwt,category-d-blocked,2,355,"yieldOS bloqueó express-jwt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-forge,npm-top,npm,node-forge,category-d-blocked,2,325,"yieldOS bloqueó node-forge: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jose,npm-top,npm,jose,category-d-blocked,2,368,"yieldOS bloqueó jose: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@apollo/server,npm-top,npm,@apollo/server,passthrough-or-allow,0,4935,,auto,
npm:csurf,npm-top,npm,csurf,category-d-blocked,2,550,"yieldOS bloqueó csurf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:csrf,npm-top,npm,csrf,category-d-blocked,2,528,"yieldOS bloqueó csrf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:tweetnacl,npm-top,npm,tweetnacl,passthrough-or-allow,0,654,,auto,
npm:express-rate-limit,npm-top,npm,express-rate-limit,category-d-blocked,2,493,"yieldOS bloqueó express-rate-limit: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jws,npm-top,npm,jws,passthrough-or-allow,0,978,yieldOS instaló jws con advertencias (ver log),auto,
npm:@google-cloud/pubsub,npm-top,npm,@google-cloud/pubsub,build-script-not-approved,2,3903,yieldOS bloqueó @google-cloud/pubsub: requiere aprobación de build scripts,auto,
npm:@sentry/react,npm-top,npm,@sentry/react,category-d-blocked,2,342,"yieldOS bloqueó @sentry/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:loglevel,npm-top,npm,loglevel,passthrough-or-allow,0,517,,auto,
npm:debug,npm-top,npm,debug,category-a-rewrite,2,1038,yieldOS realizó una optimización de la instalación de debug,auto,
npm:winston,npm-top,npm,winston,passthrough-or-allow,0,2337,,auto,
npm:log4js,npm-top,npm,log4js,build-script-not-approved,2,2153,yieldOS bloqueó log4js: requiere aprobación de build scripts,auto,
npm:datadog-metrics,npm-top,npm,datadog-metrics,passthrough-or-allow,0,1653,,auto,
npm:bunyan,npm-top,npm,bunyan,passthrough-or-allow,0,2326,,auto,
npm:react-hook-form,npm-top,npm,react-hook-form,category-d-blocked,2,823,"yieldOS bloqueó react-hook-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-final-form,npm-top,npm,react-final-form,category-d-blocked,2,511,"yieldOS bloqueó react-final-form: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:formik,npm-top,npm,formik,category-d-blocked,2,775,"yieldOS bloqueó formik: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@hookform/resolvers,npm-top,npm,@hookform/resolvers,category-d-blocked,2,895,"yieldOS bloqueó @hookform/resolvers: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:framer-motion,npm-top,npm,framer-motion,category-d-blocked,2,567,"yieldOS bloqueó framer-motion: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/web,npm-top,npm,@react-spring/web,category-d-blocked,2,517,"yieldOS bloqueó @react-spring/web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,671,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:gsap,npm-top,npm,gsap,category-d-blocked,2,516,"yieldOS bloqueó gsap: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rate-limiter-flexible,npm-top,npm,rate-limiter-flexible,passthrough-or-allow,0,4182,,auto,
npm:lottie-react,npm-top,npm,lottie-react,category-d-blocked,2,407,"yieldOS bloqueó lottie-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:recharts,npm-top,npm,recharts,category-d-blocked,2,385,"yieldOS bloqueó recharts: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:chart.js,npm-top,npm,chart.js,category-d-blocked,2,327,"yieldOS bloqueó chart.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:gatsby,npm-top,npm,gatsby,unknown-block,,30006,,auto,
npm:d3,npm-top,npm,d3,category-d-blocked,2,429,"yieldOS bloqueó d3: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-chartjs-2,npm-top,npm,react-chartjs-2,category-d-blocked,2,543,"yieldOS bloqueó react-chartjs-2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@opentelemetry/api,npm-top,npm,@opentelemetry/api,passthrough-or-allow,0,3648,,auto,
npm:@tanstack/react-query,npm-top,npm,@tanstack/react-query,category-d-blocked,2,465,"yieldOS bloqueó @tanstack/react-query: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@tanstack/react-table,npm-top,npm,@tanstack/react-table,category-d-blocked,2,623,"yieldOS bloqueó @tanstack/react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-table,npm-top,npm,react-table,category-d-blocked,2,661,"yieldOS bloqueó react-table: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@nivo/core,npm-top,npm,@nivo/core,passthrough-or-allow,0,2548,,auto,
npm:@sentry/nextjs,npm-top,npm,@sentry/nextjs,passthrough-or-allow,0,6307,,auto,
npm:lottie-web,npm-top,npm,lottie-web,passthrough-or-allow,0,3541,,auto,
npm:@tanstack/react-virtual,npm-top,npm,@tanstack/react-virtual,category-d-blocked,2,842,"yieldOS bloqueó @tanstack/react-virtual: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-window,npm-top,npm,react-window,category-d-blocked,2,387,"yieldOS bloqueó react-window: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-virtualized,npm-top,npm,react-virtualized,category-d-blocked,2,292,"yieldOS bloqueó react-virtualized: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-dnd,npm-top,npm,react-dnd,category-d-blocked,2,305,"yieldOS bloqueó react-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-beautiful-dnd,npm-top,npm,react-beautiful-dnd,category-d-blocked,2,442,"yieldOS bloqueó react-beautiful-dnd: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-i18next,npm-top,npm,react-i18next,category-d-blocked,2,311,"yieldOS bloqueó react-i18next: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:i18next,npm-top,npm,i18next,category-d-blocked,2,411,"yieldOS bloqueó i18next: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:echarts,npm-top,npm,echarts,build-script-not-approved,2,3571,yieldOS bloqueó echarts: requiere aprobación de build scripts,auto,
npm:@formatjs/intl,npm-top,npm,@formatjs/intl,category-d-blocked,2,475,"yieldOS bloqueó @formatjs/intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-intl,npm-top,npm,react-intl,category-d-blocked,2,621,"yieldOS bloqueó react-intl: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lingui,npm-top,npm,lingui,verification-failed,2,728,yieldOS detectó señales sospechosas en lingui y bloqueó la instalación,auto,
npm:@apollo/client,npm-top,npm,@apollo/client,passthrough-or-allow,0,13296,,auto,
npm:xstate,npm-top,npm,xstate,category-d-blocked,2,594,"yieldOS bloqueó xstate: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@xstate/react,npm-top,npm,@xstate/react,category-d-blocked,2,472,"yieldOS bloqueó @xstate/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:rxjs,npm-top,npm,rxjs,category-d-blocked,2,323,"yieldOS bloqueó rxjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:robot3,npm-top,npm,robot3,category-a-rewrite,2,969,yieldOS realizó una optimización de la instalación de robot3,auto,
npm:@dnd-kit/core,npm-top,npm,@dnd-kit/core,passthrough-or-allow,0,2479,,auto,
npm:icepick,npm-top,npm,icepick,passthrough-or-allow,0,898,,auto,
npm:victory,npm-top,npm,victory,passthrough-or-allow,0,5644,,auto,
npm:swr,npm-top,npm,swr,build-script-not-approved,2,4898,yieldOS bloqueó swr: requiere aprobación de build scripts,auto,
npm:@aws-sdk/client-sqs,npm-top,npm,@aws-sdk/client-sqs,passthrough-or-allow,0,13066,,auto,
npm:mobx-react,npm-top,npm,mobx-react,category-d-blocked,2,767,"yieldOS bloqueó mobx-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:immer,npm-top,npm,immer,passthrough-or-allow,0,2033,yieldOS instaló immer con advertencias (ver log),auto,
npm:@rxjs/operators,npm-top,npm,@rxjs/operators,verification-failed,2,2121,yieldOS detectó señales sospechosas en @rxjs/operators y bloqueó la instalación,auto,
npm:valtio,npm-top,npm,valtio,passthrough-or-allow,0,1599,,auto,
npm:newrelic,npm-top,npm,newrelic,passthrough-or-allow,0,10494,,auto,
npm:recoil,npm-top,npm,recoil,passthrough-or-allow,0,2046,,auto,
npm:immutable,npm-top,npm,immutable,passthrough-or-allow,0,3124,yieldOS instaló immutable con advertencias (ver log),auto,
npm:redux-saga,npm-top,npm,redux-saga,category-a-rewrite,2,1117,yieldOS realizó una optimización de la instalación de redux-saga,auto,
npm:@radix-ui/react-dropdown-menu,npm-top,npm,@radix-ui/react-dropdown-menu,category-d-blocked,2,547,"yieldOS bloqueó @radix-ui/react-dropdown-menu: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:zustand,npm-top,npm,zustand,passthrough-or-allow,0,2656,,auto,
npm:pino,npm-top,npm,pino,passthrough-or-allow,0,12052,,auto,
npm:@radix-ui/react-dialog,npm-top,npm,@radix-ui/react-dialog,category-d-blocked,2,648,"yieldOS bloqueó @radix-ui/react-dialog: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:redux-thunk,npm-top,npm,redux-thunk,category-a-rewrite,2,1238,yieldOS realizó una optimización de la instalación de redux-thunk,auto,
npm:redux-observable,npm-top,npm,redux-observable,passthrough-or-allow,0,1349,,auto,
npm:@radix-ui/react-popover,npm-top,npm,@radix-ui/react-popover,category-d-blocked,2,313,"yieldOS bloqueó @radix-ui/react-popover: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@chakra-ui/react,npm-top,npm,@chakra-ui/react,category-d-blocked,2,478,"yieldOS bloqueó @chakra-ui/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@radix-ui/react-tooltip,npm-top,npm,@radix-ui/react-tooltip,category-d-blocked,2,536,"yieldOS bloqueó @radix-ui/react-tooltip: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@headlessui/react,npm-top,npm,@headlessui/react,category-d-blocked,2,583,"yieldOS bloqueó @headlessui/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:mobx,npm-top,npm,mobx,passthrough-or-allow,0,3005,,auto,
npm:class-variance-authority,npm-top,npm,class-variance-authority,category-d-blocked,2,532,"yieldOS bloqueó class-variance-authority: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@heroicons/react,npm-top,npm,@heroicons/react,category-d-blocked,2,459,"yieldOS bloqueó @heroicons/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:graphql-tools,npm-top,npm,graphql-tools,passthrough-or-allow,0,17439,,auto,
npm:classnames,npm-top,npm,classnames,category-a-rewrite,2,1514,yieldOS realizó una optimización de la instalación de classnames,auto,
npm:react-feather,npm-top,npm,react-feather,category-d-blocked,2,532,"yieldOS bloqueó react-feather: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:clsx,npm-top,npm,clsx,category-a-rewrite,2,1773,yieldOS realizó una optimización de la instalación de clsx,auto,
npm:react-icons,npm-top,npm,react-icons,category-d-blocked,2,1089,"yieldOS bloqueó react-icons: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@stripe/react-stripe-js,npm-top,npm,@stripe/react-stripe-js,category-d-blocked,2,453,"yieldOS bloqueó @stripe/react-stripe-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jotai,npm-top,npm,jotai,passthrough-or-allow,0,5278,,auto,
npm:shadcn,npm-top,npm,shadcn,passthrough-or-allow,0,2428,,auto,
npm:@sentry/node,npm-top,npm,@sentry/node,passthrough-or-allow,0,15712,,auto,
npm:plotly.js,npm-top,npm,plotly.js,passthrough-or-allow,0,12090,yieldOS instaló plotly.js con advertencias (ver log),auto,
npm:@shadcn/ui,npm-top,npm,@shadcn/ui,passthrough-or-allow,0,2892,,auto,
npm:tailwind-merge,npm-top,npm,tailwind-merge,passthrough-or-allow,0,5738,,auto,
npm:@mui/material,npm-top,npm,@mui/material,passthrough-or-allow,0,5945,,auto,
npm:@google-cloud/aiplatform,npm-top,npm,@google-cloud/aiplatform,category-d-blocked,2,510,"yieldOS bloqueó @google-cloud/aiplatform: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lucide-react,npm-top,npm,lucide-react,category-d-blocked,2,6381,"yieldOS bloqueó lucide-react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@coinbase/wallet-sdk,npm-top,npm,@coinbase/wallet-sdk,passthrough-or-allow,0,4646,,auto,
npm:ethers,npm-top,npm,ethers,passthrough-or-allow,0,6367,,auto,
npm:@stripe/stripe-js,npm-top,npm,@stripe/stripe-js,passthrough-or-allow,0,7025,,auto,
npm:puppeteer,npm-top,npm,puppeteer,category-d-blocked,2,625,"yieldOS bloqueó puppeteer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:playwright,npm-top,npm,playwright,category-d-blocked,2,599,"yieldOS bloqueó playwright: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@playwright/test,npm-top,npm,@playwright/test,category-d-blocked,2,438,"yieldOS bloqueó @playwright/test: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:web3,npm-top,npm,web3,passthrough-or-allow,0,6684,yieldOS instaló web3 con advertencias (ver log),auto,
npm:sharp,npm-top,npm,sharp,category-d-blocked,2,371,"yieldOS bloqueó sharp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-extra,npm-top,npm,puppeteer-extra,category-d-blocked,2,418,"yieldOS bloqueó puppeteer-extra: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-extra-plugin-stealth,npm-top,npm,puppeteer-extra-plugin-stealth,category-d-blocked,2,580,"yieldOS bloqueó puppeteer-extra-plugin-stealth: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:canvas,npm-top,npm,canvas,category-d-blocked,2,296,"yieldOS bloqueó canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:jimp,npm-top,npm,jimp,category-d-blocked,2,481,"yieldOS bloqueó jimp: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:node-canvas,npm-top,npm,node-canvas,category-d-blocked,2,597,"yieldOS bloqueó node-canvas: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:puppeteer-pdf,npm-top,npm,puppeteer-pdf,category-d-blocked,2,378,"yieldOS bloqueó puppeteer-pdf: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@anthropic-ai/sdk,npm-top,npm,@anthropic-ai/sdk,passthrough-or-allow,0,6420,,auto,
npm:ffmpeg,npm-top,npm,ffmpeg,passthrough-or-allow,0,1040,,auto,
npm:pdfkit,npm-top,npm,pdfkit,passthrough-or-allow,0,1716,,auto,
npm:@langchain/openai,npm-top,npm,@langchain/openai,passthrough-or-allow,0,5296,,auto,
npm:stripe,npm-top,npm,stripe,passthrough-or-allow,0,10507,,auto,
npm:bignumber.js,npm-top,npm,bignumber.js,category-d-blocked,2,747,"yieldOS bloqueó bignumber.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:decimal.js,npm-top,npm,decimal.js,category-d-blocked,2,1014,"yieldOS bloqueó decimal.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:fluent-ffmpeg,npm-top,npm,fluent-ffmpeg,passthrough-or-allow,0,1570,,auto,
npm:big.js,npm-top,npm,big.js,category-d-blocked,2,665,"yieldOS bloqueó big.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@ffmpeg/ffmpeg,npm-top,npm,@ffmpeg/ffmpeg,passthrough-or-allow,0,2450,,auto,
npm:currency.js,npm-top,npm,currency.js,category-d-blocked,2,534,"yieldOS bloqueó currency.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:dinero.js,npm-top,npm,dinero.js,category-d-blocked,2,644,"yieldOS bloqueó dinero.js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:minizip,npm-top,npm,minizip,passthrough-or-allow,0,618,,auto,
npm:pdf-lib,npm-top,npm,pdf-lib,passthrough-or-allow,0,3969,,auto,
npm:adm-zip,npm-top,npm,adm-zip,passthrough-or-allow,0,1323,yieldOS instaló adm-zip con advertencias (ver log),auto,
npm:jsqr,npm-top,npm,jsqr,passthrough-or-allow,0,1604,,auto,
npm:qrcode,npm-top,npm,qrcode,passthrough-or-allow,0,1817,,auto,
npm:@aws-sdk/client-s3,npm-top,npm,@aws-sdk/client-s3,unknown-block,,30008,,auto,
npm:yauzl,npm-top,npm,yauzl,passthrough-or-allow,0,1500,yieldOS instaló yauzl con advertencias (ver log),auto,
npm:core-js,npm-top,npm,core-js,category-d-blocked,2,322,"yieldOS bloqueó core-js: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@zxing/library,npm-top,npm,@zxing/library,passthrough-or-allow,0,2333,,auto,
npm:node-tar,npm-top,npm,node-tar,category-a-rewrite,2,901,yieldOS realizó una optimización de la instalación de node-tar,auto,
npm:tslib,npm-top,npm,tslib,passthrough-or-allow,0,1124,,auto,
npm:polyfill,npm-top,npm,polyfill,category-d-blocked,2,496,"yieldOS bloqueó polyfill: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:regenerator-runtime,npm-top,npm,regenerator-runtime,category-d-blocked,2,652,"yieldOS bloqueó regenerator-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:fast-deep-equal,npm-top,npm,fast-deep-equal,category-a-rewrite,2,802,yieldOS realizó una optimización de la instalación de fast-deep-equal,auto,
npm:yazl,npm-top,npm,yazl,passthrough-or-allow,0,2074,,auto,
npm:object-hash,npm-top,npm,object-hash,category-d-blocked,2,396,"yieldOS bloqueó object-hash: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:hash-sum,npm-top,npm,hash-sum,category-d-blocked,2,472,"yieldOS bloqueó hash-sum: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:is-plain-object,npm-top,npm,is-plain-object,category-a-rewrite,2,910,yieldOS realizó una optimización de la instalación de is-plain-object,auto,
npm:@clerk/clerk-sdk-node,npm-top,npm,@clerk/clerk-sdk-node,unknown-block,,30006,,auto,
npm:deep-equal,npm-top,npm,deep-equal,passthrough-or-allow,0,1821,,auto,
npm:csstype,npm-top,npm,csstype,passthrough-or-allow,0,1376,,auto,
npm:execa,npm-top,npm,execa,passthrough-or-allow,0,1512,,auto,
npm:open,npm-top,npm,open,passthrough-or-allow,0,2048,yieldOS instaló open con advertencias (ver log),auto,
npm:tar,npm-top,npm,tar,passthrough-or-allow,0,3769,yieldOS instaló tar con advertencias (ver log),auto,
npm:tinyspawn,npm-top,npm,tinyspawn,category-a-rewrite,2,1266,yieldOS realizó una optimización de la instalación de tinyspawn,auto,
npm:shelljs,npm-top,npm,shelljs,passthrough-or-allow,0,1586,yieldOS instaló shelljs con advertencias (ver log),auto,
npm:concurrently,npm-top,npm,concurrently,passthrough-or-allow,0,1278,,auto,
npm:@commitlint/config-conventional,npm-top,npm,@commitlint/config-conventional,category-d-blocked,2,252,"yieldOS bloqueó @commitlint/config-conventional: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@commitlint/cli,npm-top,npm,@commitlint/cli,category-d-blocked,2,318,"yieldOS bloqueó @commitlint/cli: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lint-staged,npm-top,npm,lint-staged,category-d-blocked,2,559,"yieldOS bloqueó lint-staged: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:npx,npm-top,npm,npx,passthrough-or-allow,0,1171,,auto,
npm:npm-run-all,npm-top,npm,npm-run-all,passthrough-or-allow,0,1563,,auto,
npm:rollup-plugin-typescript2,npm-top,npm,rollup-plugin-typescript2,category-d-blocked,2,357,"yieldOS bloqueó rollup-plugin-typescript2: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rollup/plugin-commonjs,npm-top,npm,@rollup/plugin-commonjs,category-d-blocked,2,389,"yieldOS bloqueó @rollup/plugin-commonjs: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:babel-plugin-transform-runtime,npm-top,npm,babel-plugin-transform-runtime,category-d-blocked,2,378,"yieldOS bloqueó babel-plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@rollup/plugin-node-resolve,npm-top,npm,@rollup/plugin-node-resolve,category-d-blocked,2,900,"yieldOS bloqueó @rollup/plugin-node-resolve: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@babel/plugin-transform-runtime,npm-top,npm,@babel/plugin-transform-runtime,category-d-blocked,2,396,"yieldOS bloqueó @babel/plugin-transform-runtime: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:postcss,npm-top,npm,postcss,category-d-blocked,2,658,"yieldOS bloqueó postcss: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@semantic-release/changelog,npm-top,npm,@semantic-release/changelog,passthrough-or-allow,0,2334,,auto,
npm:@langchain/core,npm-top,npm,@langchain/core,passthrough-or-allow,0,16004,,auto,
npm:@semantic-release/git,npm-top,npm,@semantic-release/git,passthrough-or-allow,0,3869,,auto,
npm:type-fest,npm-top,npm,type-fest,passthrough-or-allow,0,6343,,auto,
npm:cssnano,npm-top,npm,cssnano,passthrough-or-allow,0,2830,,auto,
npm:node-sass,npm-top,npm,node-sass,passthrough-or-allow,0,1875,,auto,
npm:react-spring,npm-top,npm,react-spring,category-d-blocked,2,279,"yieldOS bloqueó react-spring: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@react-spring/native,npm-top,npm,@react-spring/native,category-d-blocked,2,361,"yieldOS bloqueó @react-spring/native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native-web,npm-top,npm,react-native-web,category-d-blocked,2,327,"yieldOS bloqueó react-native-web: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-native,npm-top,npm,react-native,category-d-blocked,2,346,"yieldOS bloqueó react-native: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:husky,npm-top,npm,husky,category-a-rewrite,2,5158,yieldOS realizó una optimización de la instalación de husky,auto,
npm:@types/react,npm-top,npm,@types/react,category-d-blocked,2,632,"yieldOS bloqueó @types/react: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:autoprefixer,npm-top,npm,autoprefixer,passthrough-or-allow,0,4288,,auto,
npm:stylus,npm-top,npm,stylus,passthrough-or-allow,0,1918,,auto,
npm:less,npm-top,npm,less,passthrough-or-allow,0,2169,,auto,
npm:@types/express,npm-top,npm,@types/express,category-d-blocked,2,518,"yieldOS bloqueó @types/express: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:mathjs,npm-top,npm,mathjs,passthrough-or-allow,0,12161,yieldOS instaló mathjs con advertencias (ver log),auto,
npm:@types/react-dom,npm-top,npm,@types/react-dom,category-d-blocked,2,677,"yieldOS bloqueó @types/react-dom: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:sass,npm-top,npm,sass,passthrough-or-allow,0,4602,,auto,
npm:tslib,npm-top,npm,tslib,passthrough-or-allow,0,546,,auto,
npm:antd,npm-top,npm,antd,build-script-not-approved,2,25154,yieldOS bloqueó antd: requiere aprobación de build scripts,auto,
npm:semantic-release,npm-top,npm,semantic-release,passthrough-or-allow,0,7683,yieldOS instaló semantic-release con advertencias (ver log),auto,
npm:node-pre-gyp,npm-top,npm,node-pre-gyp,passthrough-or-allow,0,1809,,auto,
npm:@types/lodash,npm-top,npm,@types/lodash,passthrough-or-allow,0,2347,,auto,
